HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"3809","0","Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products and preparations (for example, dressings and mordants), of a kind used in the textile, paper, leather or like industries, not elsewhere specified or included:","","","","","",""
"3809.10.00.00","1","With a basis of amylaceous substances","[""kg""]","2.2¢/kg + 3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","17.6¢/kg + 25%","",""
"","1","Other:","","","","","",""
"3809.91.00.00","2","Of a kind used in the textile or like industries","[""kg""]","6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 3% (JP)","25%","",""
"3809.92","2","Of a kind used in the paper or like industries:","","","","","",""
"3809.92.10.00","3","Containing 5 percent or more by weight of one or more aromatic or modified aromatic substances","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"3809.92.50.00","3","Other","[""kg""]","6%","Free (A+,AU,BH,CL,CO,D, E,IL, JO,KR,MA,OM,P, PA,PE,S,SG)","25%","",""
"3809.93","2","Of a kind used in the leather or like industries:","","","","","",""
"3809.93.10.00","3","Containing 5 percent or more by weight of one or more aromatic or modified aromatic substances","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"3809.93.50.00","3","Other","[""kg""]","6%","Free (A,AU,BH,CL,CO,D, E,IL, JO,KR,MA,OM,P, PA,PE,S,SG)","25%","",""
"3810","0","Pickling preparations for metal surfaces; fluxes and other auxiliary preparations for soldering, brazing or welding; soldering, brazing or welding powders and pastes consisting of metal and other materials; preparations of a kind used as cores or coatings for welding electrodes or rods:","","","","","",""
"3810.10.00.00","1","Pickling preparations for metal surfaces; soldering, brazing or welding powders and pastes consisting of metal and other materials","[""kg""]","5%","Free (A+,AU,BH,CL,CO,D, E,IL, JO,KR,MA,OM,P, PA,PE,S,SG)","25%","",""
"3810.90","1","Other:","","","","","",""
"3810.90.10.00","2","Containing 5 percent or more by weight of one or more aromatic or modified aromatic substances","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D, E,IL, JO,KR,MA,OM,P, PA,PE,S,SG)","3.7¢/kg + 60%","",""
"3810.90.20.00","2","Consisting wholly of inorganic substances","[""kg""]","Free","","25%","",""
"3810.90.50.00","2","Other","[""kg""]","5%","Free (A+,AU,BH,CL,CO,D, E,IL, JO,KR,MA,OM,P, PA,PE,S,SG)","25%","",""
"3811","0","Antiknock preparations, oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive preparations and other prepared additives, for mineral oils (including gasoline) or for other liquids used for the same purposes as mineral oils:","","","","","",""
"","1","Antiknock preparations:","","","","","",""
"3811.11","2","Based on lead compounds:","","","","","",""
"3811.11.10.00","3","Based on tetraethyl lead or on a mixture of tetraethyl lead and tetramethyl lead","[""kg""]","Free","","30%","",""
"3811.11.50.00","3","Other","[""kg""]","Free","","25%","",""
"3811.19.00.00","2","Other","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D,E, IL,JO, KR,MA,OM,P, PA,PE,S,SG)","3.7¢/kg + 60%","",""
"","1","Additives for lubricating oils:","","","","","",""
"3811.21.00.00","2","Containing petroleum oils or oils obtained from bituminous minerals","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D, E,IL, JO,KR,MA,OM,P, PA,PE,S,SG)","60%","",""
"3811.29.00.00","2","Other","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D, E,IL, JO,KR,MA,OM,P, PA,PE,S,SG)","25%","",""
"3811.90.00.00","1","Other","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D, E,IL, JO,KR,MA,OM,P, PA,PE,S,SG)","3.7¢/kg + 60%","",""
"3812","0","Prepared rubber accelerators; compound plasticizers for rubber or plastics, not elsewhere specified or included; antioxidizing preparations and other compound stabilizers for rubber or plastics:","","","","","",""
"3812.10","1","Prepared rubber accelerators:","","","","","",""
"3812.10.10.00","2","Containing any aromatic or modified aromatic rubber accelerator","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","3.7¢/kg + 60%","",""
"3812.10.50.00","2","Other","[""kg""]","5%","Free (A+,AU,BH,CL,CO,D, E,IL, JO,KR,MA,OM,P, PA,PE,S,SG)","25%","",""
"3812.20","1","Compound plasticizers for rubber or plastics:","","","","","",""
"3812.20.10.00","2","Containing any aromatic or modified aromatic plasticizer","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","15.4¢/kg + 57%","",""
"3812.20.50.00","2","Other","[""kg""]","5%","Free (A+,AU,BH,CL,CO,D, E,IL, JO,KR,MA,OM,P, PA,PE,S,SG)","25%","",""
"","1","Anti-oxidizing preparations and other compound stabilizers for rubber or plastics:","","","","","",""
"3812.31.00.00","2","Mixtures of oligomers of 2,2,4-trimethyl-1,2-dihydroquinoline (TMQ)","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","3.7¢/kg + 60%","",""
"3812.39","2","Other:","","","","","",""
"","3","Containing any aromatic or modified aromatic antioxidant or other stabilizer:","","","","","",""
"3812.39.20.00","4","Mixtures of N,N'-diaryl-p-phenylenediamines","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","3.7¢/kg + 60%","",""
"3812.39.30.00","4","Master batches of poly[nitrilomethanetetraaryl- nitrilo[2,4,6- tris(1-methylethyl)-1,3- phenylene]]-2,6-bis(1-methylethyl)phenyl]-ω- [[[[2,6-bis(1-methylethyl)phenyl]amino]- methylene]amino]carbodiimide or 2,4-diisocyanate-1,3,5-tris(1-methylethyl)- benzene homopolymer with polyethylene, polyethylene terephthalate, or thermoplastic polyurethanes;Master batches of 3-(2H-benzotriazol-2-yl)-5- (tert-butyl)-4-hydroxybenzenepropanoic acid, C<sub>7</sub>-C<sub>9 </sub>branched or linear alkyl esters; andMaster batches of α-[3-[3-(2H-benzotriazol-2- yl)-5-(1,1-dimethylethyl)-4-hydroxyphenyl]-1- oxopropyl-ω-[3-[3-(2H-benzotriazol-2-yl)-5- (1,1-dimethylethyl)-4-hydroxyphenyl]-1-oxo- propyl] poly(oxyethylene)","[""kg""]","Free","","3.7¢/kg + 60%","",""
"3812.39.60.00","4","Other","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","3.7¢/kg + 60%","",""
"","3","Other:","","","","","",""
"3812.39.70.00","4","Bis(1,2,2,6,6-pentamethyl-4-piperidinyl) sebacate","[""kg""]","Free","","25%","",""
"3812.39.90.00","4","Other","[""kg""]","5%","Free (A+,AU,BH,CL,CO,D, E,IL, JO,KR,MA,OM,P, PA,PE,S,SG)","25%","",""
"3813.00","0","Preparations and charges for fire extinguishers; charged fire-extinguishing grenades:","","","","","",""
"3813.00.10.00","1","Consisting wholly of inorganic substances","[""kg""]","Free","","25%","",""
"3813.00.50.00","1","Other","[""kg""]","3.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"3814.00","0","Organic composite solvents and thinners, not elsewhere specified or included; prepared paint or varnish removers:","","","","","",""
"3814.00.10.00","1","Containing 5 percent or more but not more than 25 percent by weight of one or more aromatic or modified aromatic substances","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D, E,IL, JO,KR,MA,OM,P, PA,PE,S,SG)","3.7¢/kg + 60%","",""
"3814.00.20.00","1","Containing more than 25 percent by weight of one or more aromatic or modified aromatic substances","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","15.4¢/kg + 43.5%","",""
"3814.00.50","1","Other","","6%","Free (A+,AU,BH,CL,CO,D, E,IL, JO,KR,MA,OM,P, PA,PE,S,SG)","25%","",""
"3814.00.50.10","2","Containing methyl chloroform (1,1,1-trichloro- ethane) or carbon tetrachloride","[""kg""]","","","","",""
"3814.00.50.90","2","Other","[""kg""]","","","","",""
"3815","0","Reaction initiators, reaction accelerators and catalytic preparations, not elsewhere specified or included:","","","","","",""
"","1","Supported catalysts:","","","","","",""
"3815.11.00.00","2","With nickel or nickel compounds as the active substance","[""kg""]","Free","","25%","",""
"3815.12.00.00","2","With precious metal or precious metal compounds as the active substance","[""kg""]","Free","","25%","",""
"3815.19.00.00","2","Other","[""kg""]","Free","","25%","",""
"3815.90","1","Other:","","","","","",""
"","2","Consisting wholly of inorganic substances:","","","","","",""
"3815.90.10.00","3","Of bismuth, of tungsten or of vanadium","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"3815.90.20.00","3","Of mercury or of molybdenum","[""kg""]","2.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","18%","",""
"3815.90.30.00","3","Other","[""kg""]","Free","","25%","",""
"3815.90.50.00","2","Other","[""kg""]","5%","Free (A+,AU,BH,CL,CO,D, E,IL, JO,KR,MA,OM,P, PA,PE,S,SG)","25%","",""
"3816","0","Refractory cements, mortars, concretes and similar compositions, including dolomite ramming mix, other than products of heading 3801:","","","","","",""
"3816.00.10.00","1","Dolomite ramming mix","[""t""]","Free","","30%","",""
"3816.00.20","1","Other","","3%","Free 
(A, AU, BH, CL, CO,D,E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)","30%","",""
"3816.00.20.10","2","Clay","[""kg""]","","","","",""
"3816.00.20.50","2","Other","[""kg""]","","","","",""
"3817","0","Mixed alkylbenzenes and mixed alkylnaphthalenes, other than those of heading 2707 or 2902:","","","","","",""
"","1","Mixed alkylbenzenes:","","","","","",""
"3817.00.10.00","2","Mixed linear alkylbenzenes","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D,E, IL,JO, KR,MA,OM,P, PA,PE,S,SG)","15.4¢/kg + 55%","",""
"3817.00.15.00","2","Other","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","15.4¢/kg + 55%","",""
"3817.00.20.00","1","Mixed alkylnaphthalenes","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D,E, IL,JO, KR,MA,OM,P, PA,PE,S,SG)","3.7¢/kg + 60%","",""
"3818.00.00","0","Chemical elements doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics","","Free","","25%","",""
"3818.00.00.10","1","Gallium arsenide wafers, doped","[""kg""]","","","","",""
"3818.00.00.20","1","Polycrystalline silicon wafers, doped","[""kg""]","","","","",""
"3818.00.00.30","1","Silicon carbide wafers, doped","[""kg""]","","","","",""
"3818.00.00.95","1","Other","[""kg""]","","","","",""
"3819.00.00","0","Hydraulic brake fluids and other prepared liquids for hydraulic transmission, not containing or containing less than 70 percent by weight of petroleum oils or oils obtained from bituminous minerals","","6.5%","Free (A+,AU,BH,CL,CO,D,E, IL,JO, KR,MA,OM,P, PA,PE,S,SG)","3.7¢/kg + 60%","",""
"3819.00.00.10","1","Hydraulic brake fluids","[""kg""]","","","","",""
"3819.00.00.90","1","Other","[""kg""]","","","","",""
"3820.00.00.00","0","Antifreezing preparations and prepared deicing fluids","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D,E, IL,JO, KR,MA,OM,P, PA,PE,S,SG)","63%","",""
"3821.00.00","0","Prepared culture media for development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells","","5%","Free (A+,AU,BH,CL,CO,D,E, IL, JO,KR,MA,OM,P, PA,PE,S,SG)","25%","",""
"3821.00.00.10","2","Viral transport media","[""kg""]","","","","",""
"3821.00.00.90","2","Other","[""kg""]","","","","",""
"3822","0","Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, whether or not put up in the form of kits, other than those of heading 3006; certified reference materials:","","","","","",""
"","1","Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, whether or not put up in the form of kits:","","","","","",""
"3822.11.00.00","2","For malaria","[""kg""]","Free","","Free","",""
"3822.12.00.00","2","For Zika and other diseases transmitted by mosquitoes of the genus <i>Aedes</i>","[""kg""]","Free","","Free","",""
"3822.13.00.00","2","For blood-grouping","[""kg""]","Free","","Free","",""
"3822.19.00","2","Other","","Free","","25%","",""
"","3","Containing antigens or antisera:","","","","","",""
"3822.19.00.10","4","Containing methyl chloroform (1,1,1-trichloroethane) or carbon tetrachloride","[""kg""]","","","","",""
"3822.19.00.30","4","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"3822.19.00.40","4","Containing methyl chloroform (1,1,1-trichloroethane) or carbon tetrachloride","[""kg""]","","","","",""
"3822.19.00.80","4","Other","[""kg""]","","","","",""
"3822.90.00.00","1","Certified reference materials","[""kg""]","Free","","25%","",""
"3823","0","Industrial monocarboxylic fatty acids; acid oils from refining; industrial fatty alcohols:","","","","","",""
"","1","Industrial monocarboxylic fatty acids; acid oils from refining:","","","","","",""
"3823.11.00.00","2","Stearic acid","[""kg""]","2.1¢/kg + 3.8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","6.6¢/kg + 25%","",""
"3823.12.00.00","2","Oleic acid","[""kg""]","2.1¢/kg + 3.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","6.6¢/kg + 20%","",""
"3823.13.00","2","Tall oil fatty acids","","3.2%","Free (A+,AU,BH,CL,CO,D,E, IL,JO, KR,MA,OM,P, PA,PE,S,SG)","20%","",""
"3823.13.00.20","3","Containing less than two percent rosin","[""kg""]","","","","",""
"3823.13.00.40","3","Other","[""kg""]","","","","",""
"3823.19","2","Other:","","","","","",""
"3823.19.20.00","3","Derived from coconut, palm-kernel or palm oil","[""kg""]","2.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"3823.19.40.00","3","Other","[""kg""]","3.2%","Free (A+,AU,BH,CL,CO,D,E, IL,JO, KR,MA,OM,P, PA,PE,S,SG)","20%","",""
"3823.70","1","Industrial fatty alcohols:","","","","","",""
"","2","Derived from fatty substances of animal or vegetable origin:","","","","","",""
"3823.70.20.00","3","Oleyl","[""kg""]","5.1%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","39.5%","",""
"3823.70.40.00","3","Other","[""kg""]","2%","Free (A+,AU,BH,CL,CO,D,E, IL,JO, KR,MA,OM,P, PA,PE,S,SG)","25%","",""
"3823.70.60.00","2","Other","[""kg""]","2.4%","Free (A+,AU,BH,CL,CO,D,E, IL,JO, KR,MA,OM,P, PA,PE,S,SG)","25%","",""
"3824","0","Prepared binders for foundry molds or cores; chemical products and preparations of the chemical or allied industries (including those consisting of mixtures of natural products), not elsewhere specified or included:","","","","","",""
"3824.10.00.00","1","Prepared binders for foundry molds or cores","[""kg""]","6%","Free (A+,AU,BH,CL,CO,D,E, IL,JO, KR,MA,OM,P, PA,PE,S,SG)","25%","",""
"3824.30.00.00","1","Nonagglomerated metal carbides mixed together or with metallic binders","[""kg""]","3.6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"3824.40","1","Prepared additives for cements, mortars or concretes:","","","","","",""
"3824.40.10.00","2","Containing 5 percent or more by weight of one or more aromatic or modified aromatic substances","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P, PA,PE,S,SG)","3.7¢/kg + 60%","",""
"3824.40.20.00","2","Consisting wholly of inorganic substances","[""kg""]","Free","","25%","",""
"3824.40.50.00","2","Other","[""kg""]","5%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P, PA,PE,S,SG)","25%","",""
"3824.50.00","1","Nonrefractory mortars and concretes","","Free","","20%","",""
"3824.50.00.10","2","Wet","[""t""]","","","","",""
"3824.50.00.50","2","Other","[""t""]","","","","",""
"3824.60.00.00","1","Sorbitol other than that of subheading 2905.44","[""kg""]","4.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"","1","Goods specified in subheading note 3 to this chapter:","","","","","",""
"3824.81.00.00","2","Containing oxirane (ethylene oxide)","[""kg""]","5%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"3824.82","2","Containing polychlorinated biphenyls (PCBs), polychlorinated terphenyls ({PCTs) or polybrominated biphenyls (PBBs):","","","","","",""
"3824.82.10.00","3","Chlorinated but not otherwise halogenated","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","114.5%","",""
"3824.82.90.00","3","Other","[""kg""]","3.7%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"3824.83.00.00","2","Containing tris(2,3-dibromopropyl) phospate","[""kg""]","5%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"3824.84.00.00","2","Containing aldrin (ISO), camphechlor (ISO) (toxaphene), chlordane (ISO), chlordecone (ISO), DDT (ISO) (clofenatone (INN)), 1,1,1-trichloro-2,2-bis(p-chlorophenyl)ethane), dieldrin (ISO INN), endosulfan (ISO), endrin (ISO), heptachlor (ISO) or mirex (ISO)","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","114.5%","",""
"3824.85.00.00","2","Containing 1,2,3,4,5,6-hexachlorocyclohexane (HCH (ISO)), including lindane (ISO,INN)","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","114.5%","",""
"3824.86.00.00","2","Containing pentachlorobenzene (ISO) or hexachlorobenzene (ISO)","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","3.7¢/kg + 60%","",""
"3824.87.00.00","2","Containing perfluorooctane sulfonic acid, its salts, perfluorooctane sulfonamides, or perfluorooctane sulfonyl fluoride","[""kg""]","3.7%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"3824.88.00.00","2","Containing tetra-, penta-, hexa-, hepta-, or octabromodiphenyl ethers","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","3.7¢/kg + 60%","",""
"3824.89.00.00","2","Containing short-chain chlorinated paraffins","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D,E, IL,JO, K,KR,MA,OM,P, PA,PE,S,SG)","25%","",""
"","1","Other:","","","","","",""
"3824.91.00.00","2","Mixtures and preparations consisting mainly of (5-ethyl-2-methyl-2-oxido3,2-dioxaphosphinan-5-yl)methyl methylphosphonate and bis(5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl methylphosphonate","[""kg""]","5%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"3824.92.00.00","2","Polyglycol esters of methylphosphonic acid.","[""kg""]","5%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,JP,K,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"3824.99","2","Other:","","","","","",""
"","3","Cultured crystals (other than optical elements of chapter 90), weighing not less than 2.5 g each:","","","","","",""
"3824.99.11.00","4","In the form of ingots","[""kg""]","Free","","25%","",""
"3824.99.19.00","4","Other","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"","3","Other:","","","","","",""
"","4","Mixtures containing 5 percent or more by weight of one or more aromatic or modified aromatic substances:","","","","","",""
"3824.99.21.00","5","Consisting wholly of substances found naturally in coal tar, whether obtained from coal tar or other source","[""kg""]","Free","","Free","",""
"3824.99.25.00","5","Aqueous mixtures of triphenyl sulfonium chloride, diphenyl (4-phenylthio)phenyl sulfonium chloride and (thiodi-4,1- phenylene)bis(diphenyl sulfonium) dichloride","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","3.7¢/kg + 60%","",""
"3824.99.26.00","5","Benzene, 2,4-diisocyanate-1,3,5-tris(1- methylethyl) homopolymer; 5-Fluoro-2-methyl-1-[[4-(methylsulfinyl)- phenyl]methylene]-1H-indene;Mixtures of dimethyl phthalate, t-butanol, hydrogen peroxide, and sodium salicylate; andMixtures containing derivatives of N-[4-(2- hydroxy-3-phenoxypropoxy)phenyl]- acetamide","[""kg""]","Free","","3.7¢/kg + 60%","",""
"3824.99.29.00","5","Other","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","3.7¢/kg + 60%","",""
"","4","Mixtures of two or more inorganic compounds:","","","","","",""
"3824.99.31.00","5","Of bismuth","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"3824.99.32.00","5","Of hydrosulfite compounds, of sulfoxylate compounds, or of both","[""kg""]","6.5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"3824.99.33.00","5","Of mercury","[""kg""]","4.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","26.3%","",""
"3824.99.34.00","5","Of molybdenum","[""kg""]","2.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","18%","",""
"3824.99.35.00","5","Of tungsten","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D, E,IL, JO,KR,MA,OM,P, PA,PE,S,SG)","45.5%","",""
"3824.99.36.00","5","Of vanadium","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"3824.99.39","5","Other","","Free","","25%","",""
"3824.99.39.10","6","Of lithium nickel cobalt manganese oxides","[""kg""]","","","","",""
"3824.99.39.90","6","Other","[""kg""]","","","","",""
"3824.99.41","4","Fatty substances of animal or vegetable origin and mixtures thereof","","4.6%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","16.5¢/kg + 30%","",""
"3824.99.41.40","5","Mixtures of fatty acid esters","[""kg""]","","","","",""
"3824.99.41.90","5","Other","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"3824.99.49.00","5","Mixtures that are in whole or in part of hydrocarbons derived in whole or in part from petroleum, shale oil or natural gas","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D,E, IL,JO, K,KR,MA,OM,P, PA,PE,S,SG)","25%","",""
"","5","Mixtures of halogenated hydrocarbons:","","","","","",""
"3824.99.50.00","6","Chlorinated but not otherwise halogenated","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","114.5%","",""
"3824.99.55.00","6","Other","[""kg""]","3.7%","Free (A+,AU,BH,CL,CO,D, E,IL, JO,K,KR,MA,OM,P, PA,PE,S,SG)","25%","",""
"","5","Other:","","","","","",""
"3824.99.70.00","6","Mixtures of dibromo neopentyl glycol; Polydibromophenylene oxide; Tetrabromobisphenol-A-carbonate oligomers; and Electroplating chemical and electroless plating solutions and other materials for printed circuit boards, plastics and metal finishings","[""kg""]","Free","","25%","",""
"3824.99.75","6","Naphthenic acids, their water-insoluble salts and their esters","","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"3824.99.75.10","7","Naphthenic acids","[""kg""]","","","","",""
"3824.99.75.50","7","Other","[""kg""]","","","","",""
"3824.99.93","6","Other","","5%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,JP,K,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"","7","Mixtures of acyclic, monohydric, unsubstituted alcohols:","","","","","",""
"3824.99.93.10","8","Containing C<sub>11</sub> or lower alcohols only","[""kg""]","","","","",""
"3824.99.93.20","8","Containing C<sub>12</sub> or higher alcohols only","[""kg""]","","","","",""
"3824.99.93.30","8","Other","[""kg""]","","","","",""
"3824.99.93.61","7","Mixtures consisting mainly of chemicals containing a phosphorus atom to which is bonded one methyl, ethyl, <i>n</i>-propyl or isopropyl group, but no other carbon atoms","[""kg""]","","","","",""
"3824.99.93.86","7","Mixtures of a kind containing magnesium used as a desulfurization reagent","[""kg""]","","","","",""
"3824.99.93.97","7","Other","[""kg""]","","","","",""
"3825","0","Residual products of the chemical or allied industries, not elsewhere specified or included; municipal waste; sewage sludge; other wastes specified in note 6 to this chapter:","","","","","",""
"3825.10.01.00","1","Municipal waste","[""kg""]","Free","","Free","",""
"3825.20.00.00","1","Sewage sludge","[""kg""]","Free","","Free","",""
"3825.30.00.00","1","Clinical waste","[""kg""]","Free","","Free","",""
"","1","Waste organic solvents:","","","","","",""
"3825.41.00.00","2","Halogenated","[""kg""]","Free","","Free","",""
"3825.49.00.00","2","Other","[""kg""]","Free","","Free","",""
"3825.50.00.00","1","Wastes of metal-pickling liquors, hydraulic fluids, brake fluids and anti-freeze fluids","[""kg""]","Free","","Free","",""
"","1","Other wastes from the chemical or allied industries:","","","","","",""
"3825.61.00.00","2","Mainly containing organic constituents","[""kg""]","Free","","Free","",""
"3825.69.00.00","2","Other","[""kg""]","Free","","Free","",""
"3825.90.01.00","1","Other","[""kg""]","Free","","Free","",""
"3826.00","0","Biodiesel and mixtures thereof, not containing or containing less than 70 percent by weight of petroleum oils or oils obtained from bituminous materials:","","","","","",""
"3826.00.10.00","1","Biodiesel not containing petroleum oils or oils obtained from bituminous materials (B100)","[""kg""]","4.6%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","16.5¢/kg + 30%","",""
"3826.00.30.00","1","Other","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D, E,IL, JO, K,KR,MA,OM,P, PA,PE,S,SG)","25%","",""
"3827","0","Mixtures containing halogenated derivatives of methane, ethane or propane, not elsewhere specified or included:","","","","","",""
"","1","Containing chlorofluorocarbons (CFCs), whether or not containing hydrochlorofluorocarbons (HCFCs), perfluorocarbons (PFCs) or hydrofluorocarbons (HFCs); containing hydrobromofluorocarbons (HBFCs); containing carbon tetrachloride; containing 1,1,1-trichloroethane (methyl chloroform):","","","","","",""
"3827.11.00.00","2","Containing chlorofluorocarbons (CFCs), whether or not containing hydrochlorofluorocarbons (HCFCs), perfluorocarbons (PFCs) or hydrofluorocarbons (HFCs)","[""kg""]","3.7%","Free  (A+, AU, BH, CL, CO, D, E, IL, JO, KR, MA, OM,P, PA, PE, S, SG)","25%","",""
"3827.12.00.00","2","Containing hydrobromofluorocarbons (HBFCs)","[""kg""]","3.7%","Free 
(A+, AU, BH, CL, CO, D, E, IL, JO, KR, MA, OM,P, PA, PE, S, SG)","25%","",""
