HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"","1","Carmine:","","","","","",""
"3205.00.05.00","2","Food coloring solutions, containing cochineal carmine lake and paprika oleo resins, but not including any synthetic organic coloring matter","[""kg""]","Free","","72%","",""
"3205.00.15.00","2","Other","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","72%","",""
"","1","Other:","","","","","",""
"3205.00.40","2","Products described in additional U.S. note 3 to section VI","","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR, MA,OM, P,PA,PE,S,SG)","72%","",""
"3205.00.40.10","3","Yellow","[""kg""]","","","","",""
"3205.00.40.20","3","Red","[""kg""]","","","","",""
"3205.00.40.40","3","Blue","[""kg""]","","","","",""
"3205.00.40.55","3","Other","[""kg""]","","","","",""
"3205.00.50","2","Other","","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA,OM, P,PA,PE,S,SG)","72%","",""
"3205.00.50.10","3","Yellow","[""kg""]","","","","",""
"3205.00.50.20","3","Red","[""kg""]","","","","",""
"3205.00.50.30","3","Violet","[""kg""]","","","","",""
"3205.00.50.40","3","Blue","[""kg""]","","","","",""
"3205.00.50.50","3","Other","[""kg""]","","","","",""
"3206","0","Other coloring matter; preparations as specified in note 3 to this chapter, other than those of heading 3203, 3204 or 3205; inorganic products of a kind used as luminophores, whether or not chemically defined:","","","","","",""
"","1","Pigments and preparations based on titanium dioxide:","","","","","",""
"3206.11.00.00","2","Containing 80 percent or more by weight of titanium dioxide calculated on the dry matter","[""kg""]","6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"3206.19.00.00","2","Other","[""kg""]","6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"3206.20.00","1","Pigments and preparations based on chromium compounds","","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"3206.20.00.10","2","Chrome yellow","[""kg""]","","","","",""
"3206.20.00.20","2","Molybdenum orange","[""kg""]","","","","",""
"3206.20.00.30","2","Zinc yellow","[""kg""]","","","","",""
"3206.20.00.50","2","Other","[""kg""]","","","","",""
"","1","Other coloring matter and other preparations:","","","","","",""
"3206.41.00.00","2","Ultramarine and preparations based thereon","[""kg""]","1.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","7.5%","",""
"3206.42.00.00","2","Lithopone and other pigments and preparations based on zinc sulfide","[""kg""]","2.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","11%","",""
"3206.49","2","Other:","","","","","",""
"3206.49.10.00","3","Concentrated dispersions of pigments in plastics materials","[""kg""]","5.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","15.4¢/kg + 45%","",""
"3206.49.20.00","3","Preparations based on iron oxides","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR, MA,OM, P,PA,PE,S,SG)","20%","",""
"3206.49.30.00","3","Preparations based on zinc oxides","[""kg""]","1.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","4.5%","",""
"3206.49.40.00","3","Preparations based on carbon black","[""kg""]","Free","","20%","",""
"3206.49.55.00","3","Pigments and preparations based on hexacyanoferrates (ferrocyanides and ferricyanides)","[""kg""]","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","12%","",""
"3206.49.60","3","Other","","3.1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"3206.49.60.10","4","Pigments and preparations based on cadmium compounds","[""kg""]","","","","",""
"3206.49.60.50","4","Other","[""kg""]","","","","",""
"3206.50.00.00","1","Inorganic products of a kind used as luminophores","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA,OM,P, PA,PE,S,SG)","45.5%","",""
"3207","0","Prepared pigments, prepared opacifiers and prepared colors, vitrifiable enamels and glazes, engobes (slips), liquid lustres and similar preparations, of a kind used in the ceramic, enamelling or glass industry; glass frit and other glass, in the form of powder, granules or flakes:","","","","","",""
"3207.10.00.00","1","Prepared pigments, prepared opacifiers, prepared colors and similar preparations","[""kg""]","3.1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"3207.20.00.00","1","Vitrifiable enamels and glazes, engobes (slips) and similar preparations","[""kg""]","4.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"3207.30.00.00","1","Liquid lustres and similar preparations","[""kg""]","3.1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"3207.40","1","Glass frit and other glass, in the form of powder, granules or flakes:","","","","","",""
"3207.40.10.00","2","Ground or pulverized","[""kg""]","6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"3207.40.50.00","2","Other","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P, PA,PE,S,SG)","40%","",""
"3208","0","Paints and varnishes (including enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a nonaqueous medium; solutions as defined in note 4 to this chapter:","","","","","",""
"3208.10.00.00","1","Based on polyesters","[""liters"",""kg""]","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","15.4¢/kg +46%","",""
"3208.20.00.00","1","Based on acrylic or vinyl polymers","[""liters"",""kg""]","3.6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"3208.90.00.00","1","Other","[""liters"",""kg""]","3.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"3209","0","Paints and varnishes (including enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in an aqueous medium:","","","","","",""
"3209.10.00.00","1","Based on acrylic or vinyl polymers","[""liters"",""kg""]","5.1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"3209.90.00.00","1","Other","[""liters"",""kg""]","5.9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","15.4¢/kg + 46%","",""
"3210.00.00.00","0","Other paints and varnishes (including enamels, lacquers and distempers); prepared water pigments of a kind used for finishing leather","[""liters"",""kg""]","1.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"3211.00.00.00","0","Prepared driers","[""kg""]","3.7%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA,OM,P, PA,PE,S,SG)","25%","",""
"3212","0","Pigments (including metallic powders and flakes) dispersed in nonaqueous media, in liquid or paste form, of a kind used in the manufacture of paints (including enamels); stamping foils; dyes and other coloring matter put up in forms or packings for retail sale:","","","","","",""
"3212.10.00.00","1","Stamping foils","[""m<sup>2<\/sup>""]","4.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"3212.90.00","1","Other","","3.1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"3212.90.00.10","2","Metallic aluminum pigments","[""kg""]","","","","",""
"3212.90.00.50","2","Other","[""kg""]","","","","",""
"3213","0","Artists', students' or signboard painters' colors, modifying tints, amusement colors and the like, in tablets, tubes, jars, bottles, pans or in similar forms or packings:","","","","","",""
"3213.10.00.00","1","Colors in sets","[""pcs""]","6.5% on the entire set","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","70% on the entire set","",""
"3213.90.00.00","1","Other","[""pcs""]","3.4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","48.6%","",""
"3214","0","Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' fillings; nonrefractory surfacing preparations for facades, indoor walls, floors, ceilings or the like:","","","","","",""
"3214.10.00","1","Glazier's putty, grafting putty, resin cements, caulking compounds and other mastics; painters' fillings","","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"","2","Mastics:","","","","","",""
"3214.10.00.10","3","Caulking compounds","[""kg""]","","","","",""
"3214.10.00.20","3","Other","[""kg""]","","","","",""
"3214.10.00.90","2","Painters' fillings","[""kg""]","","","","",""
"3214.90","1","Other:","","","","","",""
"3214.90.10.00","2","Based on rubber","[""kg""]","Free","","20%","",""
"3214.90.50.00","2","Other","[""kg""]","3.25%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA,OM,P, PA,PE,S,SG)","60%","",""
"3215","0","Printing ink, writing or drawing ink and other inks, whether or not concentrated or solid:","","","","","",""
"","1","Printing ink:","","","","","",""
"3215.11","2","Black:","","","","","",""
"","3","Solid:","","","","","",""
"3215.11.10.00","4","In engineered shapes, for insertion into apparatus of subheadings 8443.31, 8443.32 or 8443.39","[""kg""]","Free","","10%","",""
"3215.11.30.00","4","Other","[""kg""]","1.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","10%","",""
"3215.11.90","3","Other","","1.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","10%","",""
"3215.11.90.10","4","News","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"3215.11.90.20","5","Flexographic","[""kg""]","","","","",""
"3215.11.90.30","5","Gravure","[""kg""]","","","","",""
"3215.11.90.40","5","Letterpress","[""kg""]","","","","",""
"3215.11.90.50","5","Offset Lithographic","[""kg""]","","","","",""
"3215.11.90.60","5","Other","[""kg""]","","","","",""
"3215.19","2","Other:","","","","","",""
"","3","Solid:","","","","","",""
"3215.19.10.00","4","In engineered shapes, for insertion into apparatus of subheadings 8443.31, 8443.32 or 8443.39","[""kg""]","Free","","10%","",""
"3215.19.30.00","4","Other","[""kg""]","1.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","10%","",""
"3215.19.90","3","Other","","1.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","10%","",""
"3215.19.90.10","4","News","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"3215.19.90.20","5","Flexographic","[""kg""]","","","","",""
"3215.19.90.30","5","Gravure","[""kg""]","","","","",""
"3215.19.90.40","5","Letterpress","[""kg""]","","","","",""
"3215.19.90.50","5","Offset lithographic","[""kg""]","","","","",""
"3215.19.90.60","5","Other","[""kg""]","","","","",""
"3215.90","1","Other:","","","","","",""
"3215.90.10.00","2","Drawing ink","[""kg""]","3.1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","15%","",""
"3215.90.50.00","2","Other","[""kg""]","1.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","10%","",""
"3301","0","Essential oils (terpeneless or not), including concretes and absolutes; resinoids; extracted oleoresins; concentrates of essential oils in fats, in fixed oils, in waxes or the like, obtained by enfleurage or maceration; terpenic by products of the deterpenation of essential oils; aqueous distillates and aqueous solutions of essential oils:","","","","","",""
"","1","Essential oils of citrus fruit:","","","","","",""
"3301.12.00.00","2","Of orange","[""kg""]","2.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"3301.13.00.00","2","Of lemon","[""kg""]","3.8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P, PA,PE,S,SG)","25%","",""
"3301.19","2","Other:","","","","","",""
"3301.19.10.00","3","Of grapefruit","[""kg""]","2.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"3301.19.51","3","Other","","Free","","25%","",""
"3301.19.51.10","4","Bergamot","[""kg""]","","","","",""
"3301.19.51.20","4","Lime","[""kg""]","","","","",""
"3301.19.51.50","4","Other","[""kg""]","","","","",""
"","1","Essential oils other than those of citrus fruit:","","","","","",""
"3301.24.00.00","2","Of peppermint (<u>Mentha piperita</u>)","[""kg""]","4.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"3301.25.00","2","Of other mints","","Free","","25%","",""
"3301.25.00.10","3","Of cornmint, including ""peppermint"" derived from <u>Mentha arvensis</u>","[""kg""]","","","","",""
"3301.25.00.20","3","Of spearmint","[""kg""]","","","","",""
"3301.25.00.50","3","Other","[""kg""]","","","","",""
"3301.29","2","Other:","","","","","",""
"3301.29.10.00","3","Of eucalyptus","[""kg""]","1.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","15%","",""
"3301.29.20.00","3","Of orris","[""kg""]","1.1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"3301.29.51","3","Other","","Free","","Free","",""
"3301.29.51.03","4","Of anise","[""kg""]","","","","",""
"3301.29.51.05","4","Of caraway","[""kg""]","","","","",""
"3301.29.51.07","4","Of cassia","[""kg""]","","","","",""
"3301.29.51.09","4","Of cedarwood","[""kg""]","","","","",""
"3301.29.51.11","4","Of citronella","[""kg""]","","","","",""
"3301.29.51.13","4","Of clove","[""kg""]","","","","",""
"3301.29.51.15","4","Of garlic","[""kg""]","","","","",""
"3301.29.51.16","4","Of geranium","[""kg""]","","","","",""
"3301.29.51.17","4","Of jasmine","[""kg""]","","","","",""
"3301.29.51.18","4","Of lavender or lavandin","[""kg""]","","","","",""
"3301.29.51.19","4","Of lemongrass","[""kg""]","","","","",""
"3301.29.51.21","4","Of linaloe or bois de rose","[""kg""]","","","","",""
"3301.29.51.25","4","Of nutmeg","[""kg""]","","","","",""
"3301.29.51.28","4","Of onion","[""kg""]","","","","",""
"3301.29.51.29","4","Of patchouli","[""kg""]","","","","",""
"3301.29.51.33","4","Of petitgrain","[""kg""]","","","","",""
"3301.29.51.35","4","Of rose (attar of roses)","[""g""]","","","","",""
"3301.29.51.37","4","Of rosemary","[""kg""]","","","","",""
"3301.29.51.39","4","Of sandalwood","[""kg""]","","","","",""
"3301.29.51.41","4","Of sassafras including <u>Ocotea</u> <u>cymbarum</u>","[""kg""]","","","","",""
"3301.29.51.42","4","Of vetiver","[""kg""]","","","","",""
"3301.29.51.43","4","Of ylang ylang or cananga","[""kg""]","","","","",""
"3301.29.51.50","4","Other","[""kg""]","","","","",""
"3301.30.00.00","1","Resinoids","[""kg""]","Free","","Free","",""
"3301.90","1","Other:","","","","","",""
"3301.90.10","2","Extracted oleoresins","","3.8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"3301.90.10.10","3","Paprika","[""kg""]","","","","",""
"3301.90.10.20","3","Black pepper","[""kg""]","","","","",""
"3301.90.10.50","3","Other","[""kg""]","","","","",""
"3301.90.50.00","2","Other","[""kg""]","Free","","20%","",""
"3302","0","Mixtures of odoriferous substances and mixtures (including alcoholic solutions) with a basis of one or more of these substances, of a kind used as raw materials in industry; other preparations based on odoriferous substances, of a kind used for the manufacture of beverages:","","","","","",""
"3302.10","1","Of a kind used in the food or drink industries:","","","","","",""
"3302.10.10.00","2","Not containing alcohol","[""kg""]","Free","","25%","",""
"","2","Containing alcohol:","","","","","",""
"3302.10.20.00","3","Containing not over 20 percent of alcohol by weight","[""kg""]","Free","","44¢/kg + 25%","",""
"","3","Containing over 20 percent of alcohol by weight:","","","","","",""
"","4","Preparations requiring only the addition of ethyl alcohol or water to produce a beverage suitable for human consumption:","","","","","",""
"3302.10.40.00","5","Containing over 20 percent but not over 50 percent of alcohol by weight","[""kg""]","8.4¢/kg + 1.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","88¢/kg +25%","",""
"3302.10.50.00","5","Containing over 50 percent of alcohol by weight","[""kg""]","17¢/kg + 1.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","$1.76/kg + 25%","",""
"3302.10.90.00","4","Other","[""kg""]","Free","","50%","",""
"3302.90","1","Other:","","","","","",""
"3302.90.10","2","Containing no alcohol or not over 10 percent of alcohol by weight","","Free","","88¢/kg + 50%","",""
"3302.90.10.10","3","Perfume oil mixtures and blends, consisting of products ready for use as finished perfume bases","[""kg""]","","","","",""
"3302.90.10.50","3","Other","[""kg""]","","","","",""
"3302.90.20","2","Containing over 10 percent of alcohol by weight","","Free","","88¢/kg + 75%","",""
"3302.90.20.10","3","Perfume oil mixtures and blends, consisting of products ready for use as finished perfume bases","[""kg""]","","","","",""
"3302.90.20.50","3","Other","[""kg""]","","","","",""
"3303.00","0","Perfumes and toilet waters:","","","","","",""
"","1","Not containing alcohol:","","","","","",""
"3303.00.10.00","2","Floral or flower waters","[""liters""]","Free","","20%","",""
"3303.00.20.00","2","Other","[""kg""]","Free","","75%","",""
"3303.00.30.00","1","Containing alcohol","[""kg""]","Free","","88¢/kg + 75%","",""
"3304","0","Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), including sunscreen or sun tan preparations; manicure or pedicure preparations:","","","","","",""
"3304.10.00.00","1","Lip make-up preparations","[""kg""]","Free","","75%","",""
"3304.20.00.00","1","Eye make-up preparations","[""kg""]","Free","","75%","",""
"3304.30.00.00","1","Manicure or pedicure preparations","[""kg""]","Free","","75%","",""
"","1","Other:","","","","","",""
"3304.91.00","2","Powders, whether or not compressed","","Free","","75%","",""
"3304.91.00.10","3","Rouges","[""kg""]","","","","",""
"3304.91.00.50","3","Other","[""kg""]","","","","",""
"","2","Other:","","","","","",""
"3304.99.10.00","3","Petroleum jelly put up for retail sale","[""kg""]","Free","","75%","",""
"3304.99.50.00","3","Other","[""kg""]","Free","","75%","",""
"3305","0","Preparations for use on the hair:","","","","","",""
"3305.10.00.00","1","Shampoos","[""kg""]","Free","","75%","",""
"3305.20.00.00","1","Preparations for permanent waving or straightening","[""kg""]","Free","","75%","",""
"3305.30.00.00","1","Hair lacquers","[""kg""]","Free","","88¢/kg + 75%","",""
"3305.90.00.00","1","Other","[""kg""]","Free","","88¢/kg + 75%","",""
"3306","0","Preparations for oral or dental hygiene, including denture fixative pastes and powders; yarn used to clean between the teeth (dental floss), in individual retail packages:","","","","","",""
"3306.10.00.00","1","Dentifrices","[""kg""]","Free","","75%","",""
"3306.20.00.00","1","Yarn used to clean between the teeth (dental floss)","[""kg""]","Free","","88¢/kg + 75%","",""
"3306.90.00.00","1","Other","[""kg""]","Free","","88¢/kg + 75%","",""
"3307","0","Pre-shave, shaving or after-shave preparations, personal deodorants, bath preparations, depilatories and other perfumery, cosmetic or toilet preparations, not elsewhere specified or included; prepared room deodorizers, whether or not perfumed or having disinfectant properties:","","","","","",""
"3307.10","1","Pre-shave, shaving or after-shave preparations:","","","","","",""
"3307.10.10.00","2","Not containing alcohol","[""kg""]","4.9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","75%","",""
"3307.10.20.00","2","Containing alcohol","[""kg""]","4.9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","81.7%","",""
"3307.20.00.00","1","Personal deodorants and antiperspirants","[""kg""]","4.9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","75%","",""
"3307.30","1","Perfumed bath salts and other bath preparations:","","","","","",""
"3307.30.10.00","2","Bath salts, whether or not perfumed","[""kg""]","5.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","75%","",""
"3307.30.50.00","2","Other","[""kg""]","4.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","75%","",""
"","1","Preparations for perfuming or deodorizing rooms, including odoriferous preparations used during religious rites:","","","","","",""
"3307.41.00.00","2","""Agarbatti"" and other odoriferous preparations which operate by burning","[""kg""]","2.4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"3307.49.00.00","2","Other","[""kg""]","6%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","73.2%","",""
"3307.90.00.00","1","Other","[""kg""]","5.4%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","75%","",""
"3401","0","Soap; organic surface-active products and preparations for use as soap, in the form of bars, cakes, molded pieces or shapes, whether or not containing soap; organic surface-active products and preparations for washing the skin, in the form of liquid or cream and put up for retail sale, whether or not containing soap; paper, wadding, felt and nonwovens, impregnated, coated or covered with soap or detergent:","","","","","",""
"","1","Soap and organic surface-active products and preparations, in the form of bars, cakes, molded pieces or shapes, and paper, wadding, felt and nonwovens, impregnated, coated or covered with soap or detergent:","","","","","",""
"3401.11","2","For toilet use (including medicated products):","","","","","",""
"3401.11.10.00","3","Castile soap","[""kg""]","Free","","15%","",""
"3401.11.50.00","3","Other","[""kg""]","Free","","4.4¢/kg + 30%","",""
"3401.19.00.00","2","Other","[""kg""]","Free","","4.4¢/kg + 15%","",""
"3401.20.00.00","1","Soap in other forms","[""kg""]","Free","","4.4¢/kg + 30%","",""
"3401.30","1","Organic surface-active products and preparations for washing the skin, in the form of liquid or cream and put up for retail sale, whether or not containing soap:","","","","","",""
"3401.30.10.00","2","Containing any aromatic or modified aromatic surface-active agent","[""kg""]","4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","15.4¢/kg + 53.5%","",""
"3401.30.50.00","2","Other","[""kg""]","Free","","25%","",""
"3402","0","Organic surface-active agents (other than soap); surface-active preparations, washing preparations (including auxiliary washing preparations) and cleaning preparations, whether or not containing soap, other than those of heading 3401:","","","","","",""
"","1","Anionic organic surface-active agents, whether or not put up for retail sale:","","","","","",""
"3402.31","2","Linear alkylbenzene sulfonic acids and their salts:","","","","","",""
"3402.31.10.00","3","Aromatic or modified aromatic","[""kg""]","6.5%","Free
(A, AU, BH, CL, CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)","15.4¢/kg + 52.5%","",""
"3402.31.90.00","3","Other","[""kg""]","3.7%","Free 
(A, AU, BH, CL,CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)","25%","",""
"3402.39","2","Other:","","","","","",""
"3402.39.10.00","3","Aromatic or modified aromatic","[""kg""]","4%","Free 
(A, AU, BH, CL, CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)","15.4¢/kg + 53.5%","",""
"3402.39.90","3","Other","","3.7%","Free (A, AU, BH, CL, CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)","25%","",""
"3402.39.90.10","4","Salts of sulfated alcohols","[""kg""]","","","","",""
"3402.39.90.20","4","Salts of sulfated polyethers","[""kg""]","","","","",""
"3402.39.90.50","4","Other","[""kg""]","","","","",""
"","1","Other organic surface-active agents, whether or not put up for retail sale:","","","","","",""
"3402.41","2","Cationic:","","","","","",""
"3402.41.10.00","3","Aromatic or modified aromatic","[""kg""]","4%","Free (A, AU, BH, CL, CO, D,E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)","15.4¢/kg + 53.5%","",""
"3402.41.90.00","3","Other","[""kg""]","4%","Free (A, AU, BH, CL, CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)","16.5¢/kg + 30%","",""
"3402.42","2","Non-ionic:","","","","","",""
"3402.42.10.00","3","Aromatic or modified aromatic","[""kg""]","4%","Free (A, AU, BH, CL, CO, D, E, IL, JO, K, KR, MA, OM, P, PA, PE, S, SG)","15.4¢/kg + 53.5%","",""
"","3","Other:","","","","","",""
"3402.42.20","4","Fatty substances of animal, vegetable or microbial origin","","4%","Free (A, AU, BH, CL, CO, D, E, IL, JO, K, KR, MA, OM, P, PA, PE, S, SG)","16.5¢/kg + 30%","",""
"3402.42.20.10","5","Polyethers","[""kg""]","","","","",""
"3402.42.20.20","5","Esters and ether-esters of polyhydric alcohols","[""kg""]","","","","",""
"3402.42.20.50","5","Other","[""kg""]","","","","",""
"3402.42.90.00","4","Other","[""kg""]","3.7%","Free 
(A, AU, BH, CL, CO, D, E, IL, JO, K, KR, MA, OM, P, PA, PE, S, SG)","25%","",""
"3402.49","2","Other:","","","","","",""
"3402.49.10.00","3","Aromatic or modified aromatic","[""kg""]","4%","Free  (A, AU, BH, CL, CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)","15.4¢/kg + 53.5%","",""
"3402.49.90.00","3","Other","[""kg""]","3.7%","Free  (A, AU, BH, CL, CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)","25%","",""
"3402.50","1","Preparations put up for retail sale:","","","","","",""
"3402.50.11.00","2","Containing any aromatic or modified aromatic surface-active agent","[""kg""]","4%","Free  (A, AU, BH, CL, CO, D, E, IL, JO, K, KR, MA, OM, P, PA, PE, S, SG)","15.4¢/kg + 53.5%","",""
"3402.50.51.00","2","Other","[""kg""]","Free","","25%","",""
"3402.90","1","Other:","","","","","",""
"3402.90.10.00","2","Synthetic detergents","[""kg""]","3.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","15.4¢/kg + 53.5%","",""
"","2","Other:","","","","","",""
"3402.90.30.00","3","Containing any aromatic or modified aromatic surface-active agent","[""kg""]","4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","15.4¢/kg + 44.5%","",""
"3402.90.50","3","Other","","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,L,MA,OM,P,PA,PE,S,SG)","25%","",""
"3402.90.50.10","4","Washing preparations","[""kg""]","","","","",""
"3402.90.50.30","4","Cleaning preparations","[""kg""]","","","","",""
"3402.90.50.50","4","Other","[""kg""]","","","","",""
"3403","0","Lubricating preparations (including cutting-oil preparations, bolt or nut release preparations, antirust or anticorrosion preparations and mold release preparations, based on lubricants) and preparations of a kind used for the oil or grease treatment of textile materials, leather, furskins or other materials, but excluding preparations containing, as basic constituents, 70 percent or more by weight of petroleum oils or oils obtained from bituminous minerals:","","","","","",""
"","1","Containing petroleum oils or oils obtained from bituminous minerals:","","","","","",""
"3403.11","2","Preparations for the treatment of textile materials, leather, furskins or other materials:","","","","","",""
"","3","Preparations for the treatment of textile materials:","","","","","",""
"3403.11.20.00","4","Containing 50 percent or more by weight of petroleum oils or of oils obtained from bituminous minerals","[""liters""]","0.2%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA,OM,P, PA,PE,S,SG)","0.4%","",""
"3403.11.40.00","4","Other","[""kg""]","6.1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","15.4¢/kg + 49.5%","",""
