HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"6907.22.90.11","5","Tiles, the largest surface area of which is capable of being enclosed in a square the side of which is 30 cm or less","[""m<sup>2<\/sup>""]","","","","",""
"6907.22.90.51","5","Other","[""m<sup>2<\/sup>""]","","","","",""
"6907.23","2","Of a water absorption coefficient by weight exceeding 10 percent:","","","","","",""
"6907.23.10","3","Unglazed","","10%","Free (AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"6907.23.10.05","4","Tiles, whether or not rectangular, the largest surface area of which is capable of being enclosed in a square the side of which is less than 7 cm","[""m<sup>2<\/sup>""]","","","","",""
"","4","Other:","","","","","",""
"6907.23.10.11","5","Tiles, the largest surface area of which is capable of being enclosed in a square the side of which is 30 cm or less","[""m<sup>2<\/sup>""]","","","","",""
"6907.23.10.51","5","Other","[""m<sup>2<\/sup>""]","","","","",""
"","3","Glazed:","","","","","",""
"","4","The largest surface area of which is capable of being enclosed in a square the side of which is less than 7 cm:","","","","","",""
"6907.23.20.00","5","Having not over 3229 tiles per square meter, most of which have faces bounded entirely by straight lines","[""m<sup>2<\/sup>""]","10%","Free (AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"","5","Other:","","","","","",""
"6907.23.30.00","6","The largest surface area of which is less than 38.7 cm<sup>2</sup>","[""m<sup>2<\/sup>""]","10%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"6907.23.40.00","6","Other","[""m<sup>2<\/sup>""]","8.5%","Free (AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"6907.23.90","4","Other","","8.5%","Free (AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"6907.23.90.11","5","Tiles, the largest surface area of which is capable of being enclosed in a square the side of which is 30 cm or less","[""m<sup>2<\/sup>""]","","","","",""
"6907.23.90.51","5","Other","[""m<sup>2<\/sup>""]","","","","",""
"6907.30","1","Mosaic cubes and the like, other than those of subheading 6907.40:","","","","","",""
"6907.30.10","2","Unglazed","","10%","Free (AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"6907.30.10.05","3","Cubes and the like, whether or not rectangular, the largest surface area of which is capable of being enclosed in a square the side of which is less than 7 cm","[""m<sup>2<\/sup>""]","","","","",""
"","3","Other:","","","","","",""
"6907.30.10.11","4","Cubes and the like, the largest surface area of which is capable of being enclosed in a square the side of which is 30cm or less","[""m<sup>2<\/sup>""]","","","","",""
"6907.30.10.51","4","Other","[""m<sup>2<\/sup>""]","","","","",""
"","2","Glazed:","","","","","",""
"","3","The largest surface area of which is capable of being enclosed in a square the side of which is less than 7 cm:","","","","","",""
"6907.30.20.00","4","Having not over 3229 cubes per square meter, most of which have straight lines","[""m<sup>2<\/sup>""]","10%","Free (AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"","4","Other:","","","","","",""
"6907.30.30.00","5","The largest surface area of which is less than 38.7 cm<sup>2</sup>","[""m<sup>2<\/sup>""]","10%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"6907.30.40.00","5","Other","[""m<sup>2<\/sup>""]","8.5%","Free (AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"6907.30.90","3","Other","","8.5%","Free (AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"6907.30.90.11","4","Cubes and the like, the largest surface area of which is capable of being enclosed in a square the side of which is 30 cm or less","[""m<sup>2<\/sup>""]","","","","",""
"6907.30.90.51","4","Other","[""m<sup>2<\/sup>""]","","","","",""
"6907.40","1","Finishing ceramics:","","","","","",""
"6907.40.10","2","Unglazed","","10%","Free (AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"6907.40.10.05","3","Finishing ceramics, whether or not rectangular, the largest surface area of which is capable of being enclosed in a square the side of which is less than 7 cm:","[""m<sup>2<\/sup>""]","","","","",""
"","3","Other:","","","","","",""
"6907.40.10.11","4","Finishing ceramics, the largest surface area of which is capable of being enclosed in a square the side of which is 30 cm or less","[""m<sup>2<\/sup>""]","","","","",""
"6907.40.10.51","4","Other","[""m<sup>2<\/sup>""]","","","","",""
"","2","Glazed:","","","","","",""
"","3","The largest surface area of which is capable of being enclosed in a square the side of which is less than 7 cm:","","","","","",""
"6907.40.20.00","4","Having not over 3229 finishing ceramics per square meter, most of which have faces bounded entirely by straight lines","[""m<sup>2<\/sup>""]","10%","Free (AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"","4","Other:","","","","","",""
"6907.40.30.00","5","The largest surface area of which is less than 38.7 cm<sup>2</sup>","[""m<sup>2<\/sup>""]","10%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"6907.40.40.00","5","Other","[""m<sup>2<\/sup>""]","8.5%","Free (AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"6907.40.90","3","Other","","8.5%","Free (AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"6907.40.90.11","4","Finishing ceramics, the largest surface area of which is capable of being enclosed in a square the side of which is 30 cm or less","[""m<sup>2<\/sup>""]","","","","",""
"6907.40.90.51","4","Other","[""m<sup>2<\/sup>""]","","","","",""
"6909","0","Ceramic wares for laboratory, chemical or other technical uses; ceramic troughs, tubs and similar receptacles of a kind used in agriculture; ceramic pots, jars and similar articles of a kind used for the conveyance or packing of goods:","","","","","",""
"","1","Ceramic wares for laboratory, chemical or other technical uses:","","","","","",""
"6909.11","2","Of porcelain or china:","","","","","",""
"6909.11.20.00","3","Machinery parts","[""No.""]","Free","","40%","",""
"6909.11.40.00","3","Other","[""No.""]","4.5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"6909.12.00.00","2","Articles having a hardness equivalent to 9 or more on the Mohs scale","[""No.""]","4%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"6909.19","2","Other:","","","","","",""
"6909.19.10.00","3","Ferrite core memories","[""No.""]","Free","","35%","",""
"6909.19.50","3","Other","","4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"6909.19.50.10","4","Ceramic bearings","[""No.""]","","","","",""
"6909.19.50.95","4","Other","[""No.""]","","","","",""
"6909.90.00.00","1","Other","[""No.""]","4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"6910","0","Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet bowls, flush tanks, urinals and similar sanitary fixtures:","","","","","",""
"6910.10.00","1","Of porcelain or china","","5.8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"6910.10.00.05","2","Water closet bowls, flushometer type","[""No.""]","","","","",""
"6910.10.00.10","2","Water closet bowls with tanks, in one piece","[""No.""]","","","","",""
"6910.10.00.15","2","Flush tanks","[""No.""]","","","","",""
"6910.10.00.20","2","Other water closet bowls","[""No.""]","","","","",""
"6910.10.00.30","2","Sinks and lavatories","[""No.""]","","","","",""
"6910.10.00.50","2","Other","[""No.""]","","","","",""
"6910.90.00.00","1","Other","[""No.""]","5.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"6911","0","Tableware, kitchenware, other household articles and toilet articles, of porcelain or china:","","","","","",""
"6911.10","1","Tableware and kitchenware:","","","","","",""
"6911.10.10.00","2","Hotel or restaurant ware and other ware not household ware","[""Dz Pcs""]","25%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","75%","",""
"","2","Other:","","","","","",""
"","3","Of bone chinaware:","","","","","",""
"6911.10.15.00","4","Valued not over $31.50 per dozen pieces","[""Dz Pcs""]","8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","75%","",""
"6911.10.25.00","4","Other","[""Dz Pcs""]","6%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","75%","",""
"","3","Other:","","","","","",""
"","4","Available in specified sets:","","","","","",""
"6911.10.35","5","In any pattern for which the aggregate value of the articles listed in additional U.S. note 6(b) of this chapter is not over $56","","26%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","75%","",""
"6911.10.35.10","6","Plates not over 27.9 cm in maximum dimension; teacups and saucers; mugs; soups, fruits and cereals, the foregoing not over 22.9 cm in maximum dimension","[""Dz Pcs""]","","","","",""
"6911.10.35.50","6","Other","[""Dz Pcs""]","","","","",""
"","5","In any pattern for which the aggregate value of the articles listed in additional U.S. note 6(b) of this chapter is over $56:","","","","","",""
"6911.10.37","6","Aggregate value not over $200","","8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","75%","",""
"6911.10.37.10","7","Plates not over 27.9 cm in maximum dimension, teacups and saucers; mugs; soups, fruits and cereals, the foregoing not over 22.9 cm in maximum dimension","[""Dz Pcs""]","","","","",""
"6911.10.37.50","7","Other","[""Dz Pcs""]","","","","",""
"6911.10.38","6","Aggregate value over $200","","6%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","75%","",""
"6911.10.38.10","7","Plates not over 27.9 cm in maximum dimension; teacups and saucers; mugs; soups, fruits and cereals, the foregoing not over 22.9 cm in maximum dimension","[""Dz Pcs""]","","","","",""
"6911.10.38.50","7","Other","[""Dz Pcs""]","","","","",""
"","4","Other:","","","","","",""
"6911.10.41.00","5","Steins with permanently attached pewter lids, candy boxes, decanters, punch bowls, pretzel dishes, tidbit dishes, tiered servers, bonbon dishes, egg cups, spoons and spoon rests, oil and vinegar sets, tumblers and salt and pepper shaker sets","[""Dz Pcs""]","6.3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","70%","",""
"6911.10.45.00","5","Mugs and other steins","[""Dz Pcs""]","14%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","70%","",""
"6911.10.52.00","5","Cups valued over $8 but not over $29 per dozen; saucers valued over $5.25 but not over $18.75 per dozen; soups, oatmeals and cereals valued over $9.30 but not over $33 per dozen; plates not over 22.9 cm in maximum diameter and valued over $8.50 but not over $31 per dozen; plates over 22.9 but not over 27.9 cm in maximum diameter and valued over $11.50 but not over $41 per dozen; platters or chop dishes valued over $40 but not over $143 per dozen; sugars valued over $23 but not over $85 per dozen; creamers valued over $20 but not over $75 per dozen; and beverage servers valued over $50 but not over $180 per dozen","[""Dz Pcs""]","8%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","75%","",""
"6911.10.58.00","5","Cups valued over $29 per dozen; saucers valued over $18.75 per dozen; soups, oatmeals and cereals valued over $33 per dozen; plates not over 22.9 cm in maximum diameter and valued over $31 per dozen; plates over 22.9 but not over 27.9 cm in maximum diameter and valued over $41 per dozen; platters or chop dishes valued over $143 per dozen; sugars valued over $85 per dozen; creamers valued over $75 per dozen; and beverage servers valued over $180 per dozen","[""Dz Pcs""]","6%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","75%","",""
"6911.10.60.00","5","Serviette rings","[""Dz Pcs""]","20.8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","75%","",""
"6911.10.80","5","Other","","20.8%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","75%","",""
"6911.10.80.10","6","Suitable for food or drink contact","[""Dz Pcs""]","","","","",""
"6911.10.80.90","6","Other","[""Dz Pcs""]","","","","",""
"6911.90.00","1","Other","","5.4%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","70%","",""
"6911.90.00.10","2","Toilet articles","[""No.""]","","","","",""
"6911.90.00.50","2","Other","[""No.""]","","","","",""
"6912.00","0","Ceramic tableware, kitchenware, other household articles and toilet articles, other than of porcelain or china:","","","","","",""
"","1","Tableware and kitchenware:","","","","","",""
"6912.00.10.00","2","Of coarse-grained earthenware, or of coarse- grained stoneware; of fine-grained earthenware, whether or not decorated, having a reddish-colored body and a lustrous glaze which, on teapots, may be any color, but which, on other articles, must be mottled, streaked or solidly colored brown to black with metallic oxide or salt","[""Dz Pcs""]","0.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"","2","Other:","","","","","",""
"6912.00.20.00","3","Hotel or restaurant ware and other ware not household ware","[""Dz Pcs""]","28%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"","3","Other:","","","","","",""
"","4","Available in specified sets:","","","","","",""
"6912.00.35","5","In any pattern for which the aggregate value of the articles listed in additional U.S. note 6(b) of this chapter is not over $38","","9.8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"6912.00.35.10","6","Plates not over 27.9 cm in maximum dimension; teacups and saucers; mugs; soups, fruits and cereals, the foregoing not over 22.9 cm in maximum dimension","[""Dz Pcs""]","","","","",""
"6912.00.35.50","6","Other","[""Dz Pcs""]","","","","",""
"6912.00.39","5","In any pattern for which the aggregate value of the articles listed in additional U.S. note 6(b) of this chapter is over $38","","4.5%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"6912.00.39.10","6","Plates not over <il>27.9 cm</il> in maximum dimension; teacups and saucers; mugs; soups, fruits and cereals, the foregoing not over <il>22.9 cm</il> in maximum dimension","[""Dz Pcs""]","","","","",""
"6912.00.39.50","6","Other","[""Dz Pcs""]","","","","",""
"","4","Other:","","","","","",""
"6912.00.41.00","5","Steins with permanently attached pewter lids; candy boxes, decanters, punch bowls, pretzel dishes, tidbit dishes, tiered servers, bonbon dishes, egg cups, spoons and spoon rests, oil and vinegar sets, tumblers and salt and pepper shaker sets","[""Dz Pcs""]","3.9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"6912.00.44.00","5","Mugs and other steins","[""Dz Pcs""]","10%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"6912.00.45.00","5","Cups valued over $5.25 per dozen; saucers valued over $3 per dozen; soups, oatmeals and cereals valued over $6 per dozen; plates not over 22.9 cm in maximum diameter and valued over $6 per dozen; plates over 22.9 but not over 27.9 cm in maximum diameter and valued over $8.50 per dozen; platters or chop dishes valued over $35 per dozen; sugars valued over $21 per dozen; creamers valued over $15 per dozen; and beverage servers valued over $42 per dozen","[""Dz Pcs""]","4.5%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"6912.00.46.00","5","Serviette rings","[""Dz Pcs""]","9.8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"6912.00.48","5","Other","","9.8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"6912.00.48.10","6","Suitable for food or drink contact","[""Dz Pcs""]","","","","",""
"6912.00.48.90","6","Other","[""Dz Pcs""]","","","","",""
"6912.00.50.00","1","Other","[""Dz Pcs""]","6%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50.5%","",""
"6913","0","Statuettes and other ornamental ceramic articles:","","","","","",""
"6913.10","1","Of porcelain or china:","","","","","",""
"6913.10.10.00","2","Statues, statuettes and handmade flowers, valued over $2.50 each and produced by professional sculptors or directly from molds made from original models produced by professional sculptors","[""Dz Pcs""]","Free","","20%","",""
"","2","Other:","","","","","",""
"6913.10.20.00","3","Of bone chinaware","[""Dz Pcs""]","3.3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","70%","",""
"6913.10.50.00","3","Other","[""Dz Pcs""]","Free","","70%","",""
"6913.90","1","Other:","","","","","",""
"6913.90.10.00","2","Statues, statuettes and handmade flowers, valued over $2.50 each and produced by professional sculptors or directly from molds made from original models produced by professional sculptors","[""Dz Pcs""]","Free","","20%","",""
"","2","Other:","","","","","",""
"6913.90.20.00","3","Of ceramic tile","[""Dz Pcs""]","Free","","50%","",""
"6913.90.30.00","3","Of earthenware, whether or not decorated, having a reddish-colored body and a lustrous glaze, and mottled, streaked or solidly colored brown to black with metallic oxide or salt","[""Dz Pcs""]","Free","","25%","",""
"6913.90.50.00","3","Other","[""Dz Pcs""]","6%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","51.5%","",""
"6914","0","Other ceramic articles:","","","","","",""
"6914.10","1","Of porcelain or china:","","","","","",""
"6914.10.40.00","2","Ceramic ferrules of porcelain or china, not exceeding 3 mm in diameter or 25 mm in length, having a fiber channel opening and/or ceramic mating sleeves of alumina or zirconia","[""Dz Pcs""]","Free","","60%","",""
"6914.10.80.00","2","Other","[""Dz Pcs""]","9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"6914.90","1","Other:","","","","","",""
"6914.90.41.00","2","Ceramic ferrules of alumina or zirconia, not exceeding 3 mm in diameter or 25 mm in length, having a fiber channel opening and/or ceramic mating sleeves of alumina or zirconia","[""Dz Pcs""]","Free","","45%","",""
"6914.90.80.00","2","Other","[""Dz Pcs""]","5.6%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"7001.00","0","Cullet and other waste and scrap of glass, excluding glass from cathode-ray tubes or other activated glass of heading 8549; glass in the mass:","","","","","",""
"","1","Glass in the mass:","","","","","",""
"7001.00.10.00","2","Of fused quartz or other fused silica","[""kg""]","Free","","30%","",""
"7001.00.20.00","2","Other","[""kg""]","3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"7001.00.51.00","1","Other","[""kg""]","Free","","10%","",""
"7002","0","Glass in balls (other than microspheres of heading 7018), rods or tubes, unworked:","","","","","",""
"7002.10","1","Balls:","","","","","",""
"7002.10.10.00","2","Not over 6 mm in diameter","[""kg""]","3.9%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","60%","",""
"7002.10.20.00","2","Other","[""kg""]","Free","","55%","",""
"7002.20","1","Rods:","","","","","",""
"7002.20.10.00","2","Of fused quartz or other fused silica","[""kg""]","Free","","40%","",""
"7002.20.50.00","2","Other","[""kg""]","6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","65%","",""
"","1","Tubes:","","","","","",""
"7002.31.00.00","2","Of fused quartz or other fused silica","[""kg""]","Free","","40%","",""
"7002.32.00.00","2","Of other glass having a linear coefficient of expansion not exceeding 5 x 10<sup>-6</sup> per Kelvin within a temperature range of 0˚C to 300˚C","[""kg""]","6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","65%","",""
"7002.39.00","2","Other","","6%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","65%","",""
"7002.39.00.10","3","Of a length not exceeding 200 mm","[""No.""]","","","","",""
"7002.39.00.90","3","Other","[""kg""]","","","","",""
"7003","0","Cast glass and rolled glass, in sheets or profiles, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked:","","","","","",""
"","1","Nonwired sheets:","","","","","",""
"7003.12.00.00","2","Colored throughout the mass (body tinted), opacified, flashed or having an absorbent, reflecting or non-reflecting layer","[""m<sup>2<\/sup>""]","1.4%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","12%","",""
"7003.19.00.00","2","Other","[""m<sup>2<\/sup>""]","1.3%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","21%","",""
"7003.20.00.00","1","Wired sheets","[""m<sup>2<\/sup>""]","1.1%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","21%","",""
"7003.30.00.00","1","Profiles","[""m<sup>2<\/sup>""]","6.3%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"7004","0","Drawn glass and blown glass, in sheets, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked:","","","","","",""
"7004.20","1","Glass, colored throughout the mass (body tinted), opacified, flashed or having an absorbent, reflecting or non-reflecting layer:","","","","","",""
"7004.20.10.00","2","Having an absorbent, reflecting or non-reflecting layer","[""m<sup>2<\/sup>""]","Free","","60%","",""
"","2","Other:","","","","","",""
"7004.20.20","3","In rectangular shape","","1¢/kg + 1.6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","6.2¢/kg + 5%","",""
"7004.20.20.10","4","Measuring less than 5 mm in thickness","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"7004.20.20.20","4","Measuring 5 mm and over in thickness","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"7004.20.50.00","3","Other","[""m<sup>2<\/sup>""]","7.2%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"7004.90","1","Other glass:","","","","","",""
"","2","In rectangular shape:","","","","","",""
"","3","Measuring not over 1.5 mm in thickness:","","","","","",""
"7004.90.05.00","4","Measuring not over 0.26 m<sup>2</sup> in area","[""m<sup>2<\/sup>"",""kg""]","Free","","3.3¢/kg","",""
"7004.90.10.00","4","Measuring over 0.26 m<sup>2</sup> in area","[""m<sup>2<\/sup>"",""kg""]","Free","","4.2¢/kg","",""
"","3","Measuring over 1.5 but not over 2 mm in thickness:","","","","","",""
"7004.90.15.00","4","Measuring not over 0.26 m<sup>2</sup> in area","[""m<sup>2<\/sup>"",""kg""]","Free","","4.6¢/kg","",""
"7004.90.20.00","4","Measuring over 0.26 m<sup>2</sup> in area","[""m<sup>2<\/sup>"",""kg""]","Free","","5.5¢/kg","",""
"7004.90.25","3","Measuring over 2 but not over 3.5 mm in thickness","","0.7¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","5.3¢/kg","",""
"7004.90.25.10","4","Measuring not over 0.26 m<sup>2</sup> in area","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"7004.90.25.20","4","Measuring over 0.26 but not over 0.58 m<sup>2</sup> in area","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"7004.90.25.50","4","Measuring over 0.58 m<sup>2</sup> in area","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"","3","Measuring over 3.5 mm in thickness:","","","","","",""
"7004.90.30","4","Measuring not over 0.65 m<sup>2</sup> in area","","Free","","3.3¢/kg","",""
"","5","Measuring not over 0.26 m<sup>2</sup> in area:","","","","","",""
"7004.90.30.10","6","Measuring over 3.5 but not over 5 mm in thickness","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"7004.90.30.20","6","Measuring over 5 mm in thickness","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"7004.90.30.50","5","Measuring over 0.26 but not over 0.65 m<sup>2</sup> in area","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"7004.90.40.00","4","Measuring over 0.65 m<sup>2</sup> in area","[""m<sup>2<\/sup>"",""kg""]","Free","","5.3¢/kg","",""
"7004.90.50.00","2","Other","[""m<sup>2<\/sup>""]","5%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"7005","0","Float glass and surface ground or polished glass, in sheets, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked:","","","","","",""
"7005.10","1","Nonwired glass, having an absorbent, reflecting or non-reflecting layer:","","","","","",""
"7005.10.40.00","2","Suitable for use in liquid crystal displays, measuring not over 1.2 mm in thickness and not over 0.8 m<sup>2</sup> in area","[""m<sup>2<\/sup>""]","Free","","60%","",""
"7005.10.80.00","2","Other","[""m<sup>2<\/sup>""]","4.4%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"","1","Other nonwired glass:","","","","","",""
"7005.21","2","Colored throughout the mass (body tinted), opacified, flashed or merely surface ground:","","","","","",""
"7005.21.10","3","Measuring less than 10 mm in thickness","","14.5¢/m<sup>2 </sup>+ 0.4%","Free (A+,AU,B,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","$2.13/m<sup>2</sup> + 5%","",""
"7005.21.10.10","4","Measuring less than 5 mm in thickness","[""m<sup>2<\/sup>""]","","","","",""
"7005.21.10.30","4","Measuring 5 mm or more but less than 10 mm in thickness","[""m<sup>2<\/sup>""]","","","","",""
"7005.21.20.00","3","Measuring 10 mm or more in thickness","[""m<sup>2<\/sup>""]","5.6%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","55%","",""
"7005.29","2","Other:","","","","","",""
"","3","Measuring less than 10 mm in thickness:","","","","","",""
"","4","Measuring not over 0.65 m in area:","","","","","",""
"7005.29.04","5","Suitable for use in liquid crystal displays","","Free","","$1.35/m<sup>2</sup>","",""
"7005.29.04.10","6","Measuring not over 0.26 m<sup>2</sup> in area","[""m<sup>2<\/sup>""]","","","","",""
"7005.29.04.50","6","Measuring over 0.26 m<sup>2</sup> but not over 0.65 m<sup>2</sup> in area","[""m<sup>2<\/sup>""]","","","","",""
"7005.29.08","5","Other","","18.7¢/m<sup>2</sup>","Free (A+,AU,B,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA, PE,S,SG)","$1.35/m<sup>2</sup>","",""
"7005.29.08.10","6","Measuring not over 0.26 m<sup>2</sup> in area","[""m<sup>2<\/sup>""]","","","","",""
"7005.29.08.50","6","Measuring over 0.26 m<sup>2</sup> but not over 0.65 m<sup>2</sup> in area","[""m<sup>2<\/sup>""]","","","","",""
"","4","Measuring over 0.65 m<sup>2</sup> in area:","","","","","",""
"7005.29.14","5","Suitable for use in liquid crystal displays, measuring not over 0.8 m<sup>2</sup> in area","","Free","","$2.13/m<sup>2</sup>","",""
"7005.29.14.10","6","Measuring less than 5 mm in thickness","[""m<sup>2<\/sup>""]","","","","",""
"7005.29.14.50","6","Measuring 5 mm or more but less than 10 mm in thickness","[""m<sup>2<\/sup>""]","","","","",""
