HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"8704.32.01.30","3","G.V.W. exceeding <il>12 metric tons</il> but not exceeding <il>15 metric tons</il>","[""No.""]","","","","",""
"8704.32.01.40","3","G.V.W. exceeding <il>15 metric tons</il> but not exceeding <il>20 metric tons</il>","[""No.""]","","","","",""
"8704.32.01.50","3","G.V.W. exceeding <il>20 metric tons</il>","[""No.""]","","","","",""
"","1","Other, with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion:","","","","","",""
"8704.41.00.00","2","G.V.W. not exceeding <il>5 metric tons</il>","[""No.""]","25%","Free (A+,AU,B,BH,CL,CO,D,E,IL,JO,MA,OM,P,PA,PE,S,SG)25% (KR)","25%","",""
"8704.42.00","2","G.V.W. exceeding 5 metric tons but not exceeding 20 metric tons","","25%","Free (A+,AU,B,BH,CL,CO,D,E,IL,JO,MA,OM,P,PA,PE,S,SG)25% (KR)","25%","",""
"8704.42.00.20","3","G.V.W. exceeding 5 metric tons but not exceeding 9 metric tons","[""No.""]","","","","",""
"8704.42.00.40","3","G.V.W. exceeding <il>9 metric tons</il> but not exceeding <il>12 metric tons</il>","[""No.""]","","","","",""
"8704.42.00.60","3","G.V.W. exceeding 12 metric tons but not exceeding 15 metric tons","[""No.""]","","","","",""
"8704.42.00.80","3","G.V.W. exceeding 15 metric tons but not exceeding 20 metric tons","[""No.""]","","","","",""
"8704.43.00.00","2","G.V.W. exceeding 20 metric tons","[""No.""]","25%","Free (A+,AU,B,BH,CL,CO,D,E,IL,JO,MA,OM,P,PA,PE,S,SG)25% (KR)","25%","",""
"","1","Other, with both spark-ignition internal combustion piston engine and electric motor as motors for propulsion:","","","","","",""
"8704.51.00","2","G.V.W. not exceeding 5 metric tons","","25%","Free (A+,AU,B,BH,CL,CO,D,E,IL,JO,MA,OM,P,PA,PE,S,SG)25% (KR)","25%","",""
"8704.51.00.20","3","G.V.W. not exceeding 2.5 metric tons","[""No.""]","","","","",""
"8704.51.00.40","3","G.V.W. exceeding 2.5 metric tons but not exceeding 5 metric tons","[""No.""]","","","","",""
"8704.52.00","2","G.V.W. exceeding 5 metric tons","","25%","Free (A+,AU,B,BH,CL,CO,D,E,IL,JO,MA,OM,P,PA,PE,S,SG)25% (KR)","25%","",""
"8704.52.00.10","3","G.V.W. exceeding 5 metric tons but not exceeding 9 metric tons","[""No.""]","","","","",""
"8704.52.00.20","3","G.V.W. exceeding <il>9 metric tons</il> but not exceeding <il>12 metric tons</il>","[""No.""]","","","","",""
"8704.52.00.30","3","G.V.W. exceeding 12 metric tons but not exceeding 15 metric tons","[""No.""]","","","","",""
"8704.52.00.40","3","G.V.W. exceeding 15 metric tons but not exceeding 20 metric tons","[""No.""]","","","","",""
"8704.52.00.50","3","G.V.W. exceeding 20 metric tons","[""No.""]","","","","",""
"8704.60.00.00","1","Other, with only electric motor for propulsion","[""No.""]","25%","Free (A+,AU,B,BH,CL,CO,D,E,IL,JO,MA,OM,P,PA,PE,S,SG)25% (KR)","25%","",""
"8704.90.01.00","1","Other","[""No.""]","25%","Free (A+,AU,B,BH,CL,CO,D,E,IL,JO,MA,OM,P,PA,PE,S,SG)25% (KR)","25%","",""
"8705","0","Special purpose motor vehicles, other than those principally designed for the transport of persons or goods (for example, wreckers, mobile cranes, fire fighting vehicles, concrete mixers, road sweepers, spraying vehicles, mobile workshops, mobile radiological units):","","","","","",""
"8705.10.00","1","Mobile cranes","","Free","","25%","",""
"8705.10.00.10","2","Cable operated","[""No.""]","","","","",""
"8705.10.00.50","2","Other","[""No.""]","","","","",""
"8705.20.00.00","1","Mobile drilling derricks","[""No.""]","Free","","25%","",""
"8705.30.00.00","1","Fire fighting vehicles","[""No.""]","Free","","25%","",""
"8705.40.00.00","1","Concrete mixers","[""No.""]","Free","","25%","",""
"8705.90.00","1","Other","","Free","","25%","",""
"8705.90.00.10","2","Mobile radiological units","[""No.""]","","","","",""
"8705.90.00.20","2","Mobile medical clinics","[""No.""]","","","","",""
"8705.90.00.80","2","Other","[""No.""]","","","","",""
"8706.00","0","Chassis fitted with engines, for the motor vehicles of headings 8701 to 8705:","","","","","",""
"","1","For vehicles of subheading 8701.21, 8701.22, 8701.23, 8701.24 or 8701.29 or heading 8702 or 8704:","","","","","",""
"8706.00.03.00","2","For vehicles of subheading 8704.21 or 8704.31","[""No.""]","4%","Free (A+,AU,B,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","25%","",""
"8706.00.05","2","Other","","4%","Free (A+,AU,B,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","25%","",""
"8706.00.05.20","3","For vehicles of subheading 8701.21, 8701.22, 8701.23, 8701.24 or 8701.29","[""No.""]","","","","",""
"8706.00.05.40","3","For vehicles of heading 8702","[""No.""]","","","","",""
"8706.00.05.75","3","For vehicles of heading 8704","[""No.""]","","","","",""
"8706.00.15","1","For vehicles of heading 8703","","2.5%","Free (A+,AU,B,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","10%","",""
"8706.00.15.20","2","For passenger automobiles","[""No.""]","","","","",""
"8706.00.15.40","2","For other vehicles of heading 8703","[""No.""]","","","","",""
"8706.00.25.00","1","For vehicles of heading 8705","[""No.""]","1.6%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","10%","",""
"","1","For other vehicles:","","","","","",""
"8706.00.30.00","2","For tractors suitable for agricultural use","[""No.""]","Free","","Free","",""
"8706.00.50.00","2","Other","[""No.""]","1.4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","27.5%","",""
"8707","0","Bodies (including cabs), for the motor vehicles of headings 8701 to 8705:","","","","","",""
"8707.10.00","1","For vehicles of heading 8703","","2.5%","Free (A+,AU,B,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","10%","",""
"8707.10.00.20","2","For passenger automobiles","[""No.""]","","","","",""
"8707.10.00.40","2","For other vehicles","[""No.""]","","","","",""
"8707.90","1","Other:","","","","","",""
"8707.90.10.00","2","For tractors suitable for agricultural use","[""No.""]","Free","","Free","",""
"8707.90.50","2","Other","","4%","Free (A+,AU,B,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","25%","",""
"8707.90.50.20","3","For vehicles of subheading 8701.21, 8701.22, 8701.23, 8701.24 or 8701.29","[""No.""]","","","","",""
"8707.90.50.40","3","For vehicles of heading 8702","[""No.""]","","","","",""
"8707.90.50.60","3","For vehicles of heading 8704","[""No.""]","","","","",""
"8707.90.50.80","3","For vehicles of heading 8705","[""No.""]","","","","",""
"8707.90.50.90","3","For other vehicles","[""No.""]","","","","",""
"8708","0","Parts and accessories of the motor vehicles of headings 8701 to 8705:","","","","","",""
"8708.10","1","Bumpers and parts thereof:","","","","","",""
"8708.10.30","2","Bumpers","","2.5%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"","3","Stampings:","","","","","",""
"8708.10.30.20","4","Of steel","[""No.""]","","","","",""
"8708.10.30.30","4","Of aluminum","[""No.""]","","","","",""
"8708.10.30.40","4","Other","[""No.""]","","","","",""
"8708.10.30.50","3","Other","[""No.""]","","","","",""
"8708.10.60","2","Parts of bumpers","","2.5%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"8708.10.60.10","3","Stampings","[""No.""]","","","","",""
"8708.10.60.50","3","Other","[""No.""]","","","","",""
"","1","Other parts and accessories of bodies (including cabs):","","","","","",""
"8708.21.00.00","2","Safety seat belts","[""kg""]","2.5%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"8708.22.00.00","2","Front windscreens (windshields), rear windows and  other windows specified in subheading note 1 to this chapter","[""No."",""m<sup>2<\/sup>""]","2.5% <u></u>","Free (A+,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"8708.29","2","Other:","","","","","",""
"8708.29.15.00","3","Door assemblies","[""No.""]","2.5% <u></u>","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"","3","Body stampings:","","","","","",""
"8708.29.21","4","For tractors suitable for agricultural use","","Free","","Free","",""
"8708.29.21.20","5","Of steel","[""No.""]","","","","",""
"8708.29.21.30","5","Of aluminum","[""No.""]","","","","",""
"8708.29.21.40","5","Other","[""No.""]","","","","",""
"8708.29.25.00","4","Other","[""No.""]","2.5%<u></u>","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"8708.29.51","3","Other","","2.5% <u></u>","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"8708.29.51.10","4","Stampings","[""No.""]","","","","",""
"8708.29.51.25","4","Truck caps","[""No.""]","","","","",""
"8708.29.51.60","4","Other","[""No.""]","","","","",""
"8708.30","1","Brakes and servo-brakes; parts thereof:","","","","","",""
"8708.30.10","2","For tractors suitable for agricultural use","","Free","","Free","",""
"8708.30.10.10","3","Mounted brake linings","[""No.""]","","","","",""
"8708.30.10.90","3","Other","[""No.""]","","","","",""
"8708.30.50","2","For other vehicles","","2.5% <u></u>","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"8708.30.50.20","3","Brake drums","[""No.""]","","","","",""
"8708.30.50.30","3","Brake rotors (discs)","[""No.""]","","","","",""
"8708.30.50.40","3","Mounted brake linings","[""No.""]","","","","",""
"8708.30.50.90","3","Other","[""No.""]","","","","",""
"8708.40","1","Gear boxes and parts thereof:","","","","","",""
"","2","Gear boxes:","","","","","",""
"8708.40.11","3","For vehicles of subheading 8701.21, 8701.22, 8701.23, 8701.24 or 8701.29 or heading 8702, 8703 or 8704","","2.5%<u></u>","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"8708.40.11.10","4","For vehicles of heading 8703","[""No.""]","","","","",""
"8708.40.11.50","4","Other","[""No.""]","","","","",""
"8708.40.30.00","3","For tractors suitable for agricultural use","[""No.""]","Free","","Free","",""
"8708.40.50.00","3","For other vehicles","[""No.""]","2.5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"","2","Parts:","","","","","",""
"8708.40.60.00","3","Of tractors suitable for agricultural use","[""No.""]","Free","","Free","",""
"8708.40.65.00","3","Of other tractors (except road tractors)","[""No.""]","Free","","27.5%","",""
"","3","Other:","","","","","",""
"8708.40.70.00","4","Of cast iron","[""kg""]","Free","","Free","",""
"8708.40.75","4","Other","","2.5%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"8708.40.75.70","5","Steel forgings","[""kg""]","","","","",""
"8708.40.75.80","5","Other","[""No.""]","","","","",""
"8708.50","1","Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof:","","","","","",""
"","2","Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles:","","","","","",""
"","3","For tractors (except road tractors):","","","","","",""
"8708.50.11","4","For tractors suitable for agricultural use","","Free","","Free","",""
"8708.50.11.10","5","Drive axles with differential, whether or not provided with other transmission components","[""No."",""kg""]","","","","",""
"8708.50.11.50","5","Non-driving axles","[""No.""]","","","","",""
"8708.50.31","4","For other tractors","","Free","","27.5%","",""
"8708.50.31.10","5","Drive axles with differential, whether or not provided with other transmission components","[""No."",""kg""]","","","","",""
"8708.50.31.50","5","Non-driving axles","[""No.""]","","","","",""
"8708.50.51","3","For vehicles of heading 8703","","2.5%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"8708.50.51.10","4","Drive axles with differential, whether or not provided with other transmission components","[""No."",""kg""]","","","","",""
"8708.50.51.50","4","Non-driving axles","[""No.""]","","","","",""
"","3","For other vehicles:","","","","","",""
"8708.50.61.00","4","Drive axles with differential, whether or not provided with other transmission components","[""No."",""kg""]","2.5%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"8708.50.65.00","4","Non-driving axles","[""No.""]","2.5%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"","2","Parts:","","","","","",""
"","3","For tractors (except road tractors):","","","","","",""
"8708.50.70.00","4","For tractors suitable for agricultural use","[""No.""]","Free","","Free","",""
"8708.50.75.00","4","For other tractors","[""No.""]","Free","","27.5%","",""
"","3","For vehicles of heading 8703:","","","","","",""
"8708.50.79.00","4","Parts of non-driving axles","[""No.""]","2.5%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"","4","Other:","","","","","",""
"8708.50.81.00","5","Of cast iron","[""kg""]","Free","","Free","",""
"","5","Other:","","","","","",""
"8708.50.85.00","6","Half-shafts","[""No.""]","2.5%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"8708.50.89.00","6","Other","[""No.""]","2.5%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"","3","For other vehicles:","","","","","",""
"8708.50.91","4","Parts of non-driving axles","","2.5%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"8708.50.91.10","5","Spindles","[""No."",""kg""]","","","","",""
"8708.50.91.50","5","Other","[""No.""]","","","","",""
"","4","Other:","","","","","",""
"8708.50.93.00","5","Of cast iron","[""kg""]","Free","","Free","",""
"","5","Other:","","","","","",""
"8708.50.95.00","6","Half-shafts","[""No.""]","2.5%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"8708.50.99.00","6","Other","[""No.""]","2.5%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"8708.70","1","Road wheels and parts and accessories thereof:","","","","","",""
"","2","For tractors (except road tractors):","","","","","",""
"","3","For tractors suitable for agricultural use:","","","","","",""
"8708.70.05.00","4","Road wheels","[""No.""]","Free","","Free","",""
"8708.70.15.00","4","Parts and accessories","[""No.""]","Free","","Free","",""
"","3","For other tractors:","","","","","",""
"8708.70.25.00","4","Road wheels","[""No.""]","Free","","27.5%","",""
"8708.70.35.00","4","Parts and accessories","[""No.""]","Free","","27.5%","",""
"","2","For other vehicles:","","","","","",""
"8708.70.45","3","Road wheels","","2.5%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"8708.70.45.30","4","For vehicles of subheading 8701.21, 8701.22, 8701.23, 8701.24 or 8701.29 or heading 8702, 8704 or 8705","[""No.""]","","","","",""
"","4","Other:","","","","","",""
"","5","Of aluminum:","","","","","",""
"8708.70.45.46","6","Wheels having a diameter of at least 57 cm but not more than 63 cm","[""No.""]","","","","",""
"8708.70.45.48","6","Other","[""No.""]","","","","",""
"8708.70.45.60","5","Other","[""No.""]","","","","",""
"8708.70.60","3","Parts and accessories","","2.5%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"8708.70.60.30","4","Wheel rims for vehicles of subheading 8701.21, 8701.22, 8701.23, 8701.24 or 8701.29 or heading 8702, 8703, 8704, or 8705","[""No.""]","","","","",""
"8708.70.60.45","4","Wheel covers and hubcaps for vehicles of subheading 8701.21, 8701.22, 8701.23, 8701.24 or 8701.29 or heading 8702, 8703, 8704 or 8705","[""No.""]","","","","",""
"8708.70.60.60","4","Other","[""No.""]","","","","",""
"8708.80","1","Suspension systems and parts thereof (including shock absorbers):","","","","","",""
"","2","Suspension systems (including shock absorbers):","","","","","",""
"","3","For tractors suitable for agricultural use:","","","","","",""
"8708.80.03.00","4","McPherson struts","[""No.""]","Free","","Free","",""
"8708.80.05.00","4","Other","[""No.""]","Free","","Free","",""
"","3","For other vehicles:","","","","","",""
"8708.80.13.00","4","McPherson struts","[""No.""]","2.5%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"8708.80.16.00","4","Other","[""No.""]","2.5%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"","2","Parts:","","","","","",""
"8708.80.51.00","3","Of tractors suitable for agricultural use","[""No.""]","Free","","Free","",""
"8708.80.55.00","3","Of other tractors (except road tractors)","[""No.""]","Free","","27.5%","",""
"","3","Other:","","","","","",""
"8708.80.60.00","4","Of cast iron","[""kg""]","Free","","Free","",""
"8708.80.65","4","Other","","2.5% <u></u>","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"8708.80.65.10","5","Beam hanger brackets","[""No.""]","","","","",""
"8708.80.65.90","5","Other","[""No.""]","","","","",""
"","1","Other parts and accessories:","","","","","",""
"8708.91","2","Radiators and parts thereof:","","","","","",""
"","3","Radiators:","","","","","",""
"8708.91.10.00","4","For tractors suitable for agricultural use","[""No.""]","Free","","Free","",""
"8708.91.50.00","4","For other vehicles","[""No.""]","2.5%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"","3","Parts:","","","","","",""
"8708.91.60.00","4","For tractors suitable for agricultural use","[""No.""]","Free","","Free","",""
"8708.91.65.00","4","For other tractors (except road tractors)","[""No.""]","Free","","27.5%","",""
"","4","For other vehicles:","","","","","",""
"8708.91.70.00","5","Of cast iron","[""kg""]","Free","","Free","",""
"8708.91.75","5","Other","","2.5%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"8708.91.75.10","6","Radiator cores","[""No.""]","","","","",""
"8708.91.75.50","6","Other","[""No.""]","","","","",""
"8708.92","2","Mufflers and exhaust pipes; parts thereof:","","","","","",""
"","3","Mufflers and exhaust pipes:","","","","","",""
"8708.92.10.00","4","For tractors suitable for agricultural use","[""No.""]","Free","","Free","",""
"8708.92.50.00","4","For other vehicles","[""No.""]","2.5%","Free (A+,AU,B,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","25%","",""
"","3","Parts:","","","","","",""
"8708.92.60.00","4","For tractors suitable for agricultural use","[""No.""]","Free","","Free","",""
"8708.92.65.00","4","For other tractors (except road tractors)","[""No.""]","Free","","27.5%","",""
"","4","For other vehicles:","","","","","",""
"8708.92.70.00","5","Of cast iron","[""kg""]","Free","","Free","",""
"8708.92.75.00","5","Other","[""No.""]","2.5%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"8708.93","2","Clutches and parts thereof:","","","","","",""
"","3","For tractors suitable for agricultural use:","","","","","",""
"8708.93.15.00","4","Clutches","[""No.""]","Free","","Free","",""
"8708.93.30.00","4","Other","[""No.""]","Free","","Free","",""
"","3","For other vehicles:","","","","","",""
"8708.93.60.00","4","Clutches","[""No.""]","2.5%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"8708.93.75.00","4","Other","[""No.""]","2.5%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"8708.94","2","Steering wheels, steering columns and steering boxes; parts thereof:","","","","","",""
"","3","Steering wheels, steering columns and steering boxes:","","","","","",""
"8708.94.10.00","4","For tractors suitable for agricultural use","[""No.""]","Free","","Free","",""
"8708.94.50.00","4","For other vehicles","[""No.""]","2.5%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"","3","Parts:","","","","","",""
"8708.94.60.00","4","For tractors suitable for agricultural use","[""No.""]","Free","","Free","",""
"8708.94.65.00","4","For other tractors (except road tractors)","[""No.""]","Free","","27.5%","",""
"","4","For other vehicles:","","","","","",""
"8708.94.70.00","5","Of cast iron","[""kg""]","Free","","Free","",""
"8708.94.75","5","Other","","2.5% <u></u>","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"8708.94.75.10","6","Steering shaft assemblies incorporating universal joints","[""No."",""kg""]","","","","",""
"8708.94.75.50","6","Other","[""No.""]","","","","",""
"8708.95","2","Safety airbags with inflater system; parts thereof:","","","","","",""
"8708.95.05.00","3","Inflaters and modules for airbags","[""No.""]","2.5%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"","3","Other:","","","","","",""
"8708.95.10.00","4","For tractors suitable for agricultural use","[""No.""]","Free","","Free","",""
"8708.95.15.00","4","For other tractors (except road tractors)","[""No.""]","Free","","27.5%","",""
"8708.95.20.00","4","For other vehicles","[""No.""]","2.5%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"8708.99","2","Other:","","","","","",""
"","3","Parts of tractors suitable for agricultural use:","","","","","",""
"8708.99.03.00","4","Vibration control goods containing rubber","[""No.""]","Free","","Free","",""
"8708.99.06.00","4","Double flanged wheel hub units incorporating ball bearings","[""No.""]","Free","","Free","",""
"8708.99.16.00","4","Other parts for power trains","[""No.""]","Free","","Free","",""
"8708.99.23.00","4","Other","[""No.""]","Free","","Free","",""
"","3","Parts of other tractors (except road tractors):","","","","","",""
"8708.99.27.00","4","Vibration control goods containing rubber","[""No.""]","Free","","27.5%","",""
"8708.99.31.00","4","Double flanged wheel hub units incorporating ball bearings","[""No.""]","Free","","27.5%","",""
"8708.99.41.00","4","Other parts for power trains","[""No.""]","Free","","27.5%","",""
"8708.99.48","4","Other","","Free","","27.5%","",""
"8708.99.48.10","5","Tracklinks for track-laying tractors","[""No."",""kg""]","","","","",""
"8708.99.48.50","5","Other","[""No.""]","","","","",""
"","3","Other:","","","","","",""
"8708.99.53.00","4","Of cast-iron","[""kg""]","Free","","Free","",""
"","4","Other:","","","","","",""
"8708.99.55.00","5","Vibration control goods containing rubber","[""No.""]","2.5%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"8708.99.58.00","5","Double flanged wheel hub units incorporating ball bearings","[""No."",""kg""]","2.5%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"","5","Other:","","","","","",""
"8708.99.68","6","Other parts for power trains","","2.5%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"8708.99.68.05","7","Drive shafts","[""No.""]","","","","",""
"8708.99.68.10","7","Forged universal joints for vehicles of heading 8703","[""No.""]","","","","",""
"8708.99.68.20","7","Forged universal joints for vehicles of heading 8704","[""No.""]","","","","",""
"8708.99.68.90","7","Other","[""No.""]","","","","",""
"8708.99.81","6","Other","","2.5%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"8708.99.81.05","7","Brake hoses of plastics, with attached fittings","[""No.""]","","","","",""
"8708.99.81.15","7","Double flanged wheel hub units not incorporating ball bearings","[""No."",""kg""]","","","","",""
"8708.99.81.30","7","Slide-in campers","[""No.""]","","","","",""
"8708.99.81.60","7","Cable traction devices","[""kg""]","","","","",""
"8708.99.81.80","7","Other","[""No.""]","","","","",""
"8709","0","Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used in factories, warehouses, dock areas or airports for short distance transport of goods; tractors of the type used on railway station platforms; parts of the foregoing vehicles:","","","","","",""
"","1","Vehicles:","","","","","",""
"8709.11.00","2","Electrical","","Free","","35%","",""
"8709.11.00.30","3","Operator riding","[""No.""]","","","","",""
"8709.11.00.60","3","Other","[""No.""]","","","","",""
"8709.19.00","2","Other","","Free","","35%","",""
"8709.19.00.30","3","Operator riding","[""No.""]","","","","",""
"8709.19.00.60","3","Other","[""No.""]","","","","",""
"8709.90.00","1","Parts:","","Free","","35%","",""
"8709.90.00.10","2","Road wheels","[""kg""]","","","","",""
"8709.90.00.20","2","Wheel and tire assemblies","[""kg""]","","","","",""
"8709.90.00.90","2","Other","[""kg""]","","","","",""
"8710.00.00","0","Tanks and other armored fighting vehicles, motorized, whether or not fitted with weapons, and parts of such vehicles","","Free","","35%","",""
"","1","Vehicles:","","","","","",""
"8710.00.00.30","2","Tracked (including half-tracked)","[""No.""]","","","","",""
"8710.00.00.60","2","Other","[""No.""]","","","","",""
"8710.00.00.90","1","Parts","[""kg""]","","","","",""
"8711","0","Motorcycles (including mopeds) and cycles fitted with an auxiliary motor, with or without side-cars; side-cars:","","","","","",""
"8711.10.00.00","1","With internal combustion piston engine of a cylinder capacity not exceeding <il>50 cc</il>","[""No.""]","Free","","10%","",""
"8711.20.00","1","With internal combustion piston engine of a cylinder capacity exceeding <il>50 cc</il> but not exceeding <il>250 cc</il>","","Free","","10%","",""
"8711.20.00.30","2","Exceeding <il>50 cc</il> but not exceeding <il>90 cc</il>","[""No.""]","","","","",""
"8711.20.00.60","2","Exceeding <il>90 cc</il> but not exceeding <il>190 cc</il>","[""No.""]","","","","",""
"8711.20.00.90","2","Exceeding <il>190 cc</il> but not exceeding <il>250 cc</il>","[""No.""]","","","","",""
"8711.30.00","1","With internal combustion piston engine of a cylinder capacity exceeding <il>250 cc</il> but not exceeding <il>500 cc</il>","","Free","","10%","",""
"8711.30.00.30","2","Exceeding <il>250 cc</il> but not exceeding <il>290 cc</il>","[""No.""]","","","","",""
"8711.30.00.60","2","Exceeding <il>290 cc</il> but not exceeding <il>490 cc</il>","[""No.""]","","","","",""
"8711.30.00.90","2","Exceeding <il>490 cc</il> but not exceeding <il>500 cc</il>","[""No.""]","","","","",""
"8711.40","1","With internal combustion piston engine of a cylinder capacity exceeding <il>500 cc</il> but not exceeding <il>800 cc</il>:","","","","","",""
"8711.40.30.00","2","Exceeding <il>500 cc</il> but not exceeding <il>700 cc</il>","[""No.""]","Free","","10%","",""
"8711.40.60","2","Exceeding <il>700 cc</il> but not exceeding <il>800 cc</il>","","2.4%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","10%","",""
"8711.40.60.30","3","Exceeding <il>700 cc</il> but not exceeding <il>790 cc</il>","[""No.""]","","","","",""
"8711.40.60.60","3","Exceeding <il>790 cc</il> but not exceeding <il>800 cc</il>","[""No.""]","","","","",""
"8711.50.00","1","With internal combustion piston engine of a cylinder capacity exceeding <il>800 cc</il>","","2.4%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","10%","",""
"8711.50.00.30","2","Exceeding <il>800 cc</il> but not exceeding <il>970 cc</il>","[""No.""]","","","","",""
"8711.50.00.60","2","Exceeding <il>970 cc</il>","[""No.""]","","","","",""
"8711.60.00","1","With electric motor for propulsion","","Free","","10%","",""
"8711.60.00.50","2","Of an output not exceeding 250 W","[""No.""]","","","","",""
