HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"9105.99.60.00","4","Valued over $5 each","[""No.""]","23¢ each + 3.2%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA, OM,P,PA,PE,S,SG)","$4.50 each + 65%","",""
"9106","0","Time of day recording apparatus and apparatus for measuring, recording or otherwise indicating intervals of time, with clock or watch movement or with synchronous motor (for example, time registers, time-recorders):","","","","","",""
"9106.10.00.00","1","Time registers; time-recorders","[""No."",""Jwls.""]","36¢ each + 5.6% + 2¢/jewel","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA, OM,P,PA,PE,S,SG)","$4.50 each + 65% + 25¢/jewel","",""
"9106.90","1","Other:","","","","","",""
"9106.90.20.00","2","Parking meters","[""No."",""Jwls.""]","36¢ each + 5.6% + 2¢/jewel","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA, OM,P,PA,PE,S,SG)","$4.50 each + 65% + 25¢/jewel","",""
"9106.90.40.00","2","Time locks valued over $10 each","[""No."",""Jwls.""]","36¢ each + 5.6% + 2¢/jewel","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","$4.50 each + 65% + 25¢/jewel","",""
"","2","Other:","","","","","",""
"","3","Apparatus for measuring, recording, or otherwise indicating intervals of time, with clock or watch movements, battery powered:","","","","","",""
"9106.90.55","4","With opto-electronic display only","","3.9% on the apparatus + 5.3% on the battery","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","$4.50 each + 65%","",""
"9106.90.65.00","4","Other","[""No."",""Jwls.""]","15¢ each + 2.3% + 0.8¢/jewel","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","$4.50 each + 65% + 25¢/jewel","",""
"","3","Other:","","","","","",""
"9106.90.75.00","4","Apparatus for measuring, recording or otherwise indicating intervals of time, with clock or watch movements, AC powered and with opto-electronic display only","[""No.""]","3.9%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA, OM,P,PA,PE,S,SG)","$4.50 each + 65%","",""
"9106.90.85.00","4","Other","[""No."",""Jwls.""]","15¢ each + 2.3% + 0.8¢/jewel","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA, OM,P,PA,PE,S,SG)","$4.50 each + 65% + 25¢/jewel","",""
"9107.00","0","Time switches with clock or watch movement or with synchronous motor:","","","","","",""
"9107.00.40","1","Valued not over $5 each","","15¢ each + 4% + 2.5¢/jewel","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","$1.50 each + 65% + 25¢/jewel","",""
"9107.00.40.40","2","Time switches that operate on a fixed-time cycle, of a type used in household type refrigerators and combined refrigerator-freezers, to alternately control the operations of the compressor and the defrost unit (defrost timers)","[""No."",""Jwls.""]","","","","",""
"9107.00.40.80","2","Other","[""No."",""Jwls.""]","","","","",""
"9107.00.80.00","1","Valued over $5 each","[""No."",""Jwls.""]","45¢ each + 6.4% + 2.5¢/jewel","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA, OM,P,PA,PE,S,SG)","$4.50 each + 65% + 25¢/jewel","",""
"9108","0","Watch movements, complete and assembled:","","","","","",""
"","1","Electrically operated:","","","","","",""
"9108.11","2","With mechanical display only or with a device to which a mechanical display can be incorporated:","","","","","",""
"9108.11.40","3","Having no jewels or only one jewel","","36¢ each + 5.3% on the battery","Free (AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","$1.50 each + 35% on the battery","",""
"9108.11.80","3","Other","","72¢ each + 5.3% on the battery","Free (AU,BH, CL,CO,D,E,IL,JO,KR,MA, OM,P,PA,PE, R,S,SG)","$2.50 each + 35% on the battery","",""
"9108.12.00","2","With opto-electronic display only","","3.1% on the movement + 4.2% on the battery","Free (AU,BH, CL,CO,D,E,IL,JO,KR,MA, OM,P,PA,PE, R,S,SG)","35%","",""
"9108.19","2","Other:","","","","","",""
"9108.19.40","3","Having no jewels or only one jewel","","28¢ each + 4.2% on the battery","Free (AU,BH, CL,CO,D,E,IL,JO,KR,MA, OM,P,PA,PE, R,S,SG)","$1.50 each + 35% on the battery","",""
"9108.19.80","3","Other","","53¢ each + 3.9% on the battery","Free (AU,BH, CL,CO,D,E,IL,JO,KR,MA, OM,P,PA,PE, R,S,SG)","$2.50 each + 35% on the battery","",""
"9108.20","1","With automatic winding:","","","","","",""
"9108.20.40.00","2","Having over 17 jewels","[""No.""]","Free","","$10.75 each","",""
"9108.20.80.00","2","Other","[""No.""]","Free","","$5.00 each","",""
"9108.90","1","Other:","","","","","",""
"","2","Having no jewels or only one jewel:","","","","","",""
"9108.90.10.00","3","Measuring 33.8 mm or less","[""No.""]","29¢ each","Free (AU,BH, CL,CO,D,E,IL,JO,KR,MA,OM,P, PA,PE,R,S,SG)","$1.50 each","",""
"9108.90.20.00","3","Other","[""No.""]","25¢ each","Free (AU,BH, CL,CO,D,E,IL,JO,KR,MA,OM,P, PA,PE,R,S,SG)","$1.50 each","",""
"","2","Having over one jewel but not over 7 jewels:","","","","","",""
"9108.90.30.00","3","Measuring 33.8 mm or less","[""No.""]","57¢ each","Free (AU,BH, CL,CO,D,E,IL,JO,KR,MA, OM,P,PA,PE, R,S,SG)","$2.50 each","",""
"9108.90.40.00","3","Other","[""No.""]","25¢ each","Free (AU,BH, CL,CO,D,E,IL,JO,KR,MA, OM,P,PA,PE, R,S,SG)","$1.50 each","",""
"","2","Having over 7 jewels but not over 17 jewels:","","","","","",""
"","3","Measuring 33.8 mm or less","","","","","",""
"","4","Valued not over $15 each","","","","","",""
"9108.90.50.00","5","Measuring not over 15.2 mm","[""No.""]","$2.16 each","Free (AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","$4 each","",""
"9108.90.60.00","5","Measuring over 15.2 mm","[""No.""]","$1.80 each","Free (AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","$4 each","",""
"9108.90.70.00","4","Valued over $15 each","[""No.""]","90¢ each","Free (AU,BH, CL,CO,D,E,IL,JO,KR,MA,OM,P, PA,PE,R,S,SG)","$4 each","",""
"","3","Other:","","","","","",""
"9108.90.80.00","4","Valued not over $15 each","[""No.""]","$1.44 each","Free (AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","$4 each","",""
"9108.90.85.00","4","Valued over $15 each","[""No.""]","Free","","$4 each","",""
"","2","Having over 17 jewels:","","","","","",""
"9108.90.90.00","3","Measuring 33.8 mm or less","[""No.""]","$1.50 each","Free (AU,BH, CL,CO,D,E,IL,JO,KR,MA,OM,P, PA,PE,R,S,SG)","$10.75 each","",""
"9108.90.95.00","3","Other","[""No.""]","$1.72 each","Free (AU,BH, CL,CO,D,E,IL,JO,KR,MA,OM,P, PA,PE,R,S,SG)","$10.75 each","",""
"9109","0","Clock movements, complete and assembled:","","","","","",""
"9109.10","1","Electrically operated:","","","","","",""
"","2","Of alarm clocks:","","","","","",""
"9109.10.10","3","With opto-electronic display only","","3.9% on the movement + 5.3% on the battery","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA, OM,P,PA,PE,S,SG)","35%","",""
"","3","Other:","","","","","",""
"9109.10.20","4","Measuring not over 50 mm in width or diameter","","30¢ each + 5.3% on the battery","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA, OM,P,PA,PE,S,SG)","75¢ each + 35% on the battery","",""
"","4","Other:","","","","","",""
"9109.10.30","5","Valued not over $5 each","","7.5¢ each + 3.2% on the movement + 2.6% on the battery","Free (A+,AU,BH,CL,CO,D,E,IL,JO, KR,MA, OM,P,PA,PE,S,SG)","$1.50 each + 65% on the movement + 35% on the battery","",""
"9109.10.40","5","Valued over $5 each","","22¢ each + 3.2% on the movement + 2.6% on the battery","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA, OM,P,PA,PE,S,SG)","$4.50 each + 65% on the movement + 35% on the battery","",""
"","2","Other:","","","","","",""
"9109.10.50","3","With opto-electronic display only","","3.9% on the movement + 5.3% on the battery","Free (A+,AU,BH, C,CL,CO,D,E, IL,JO,KR,MA,OM,P, PA,PE,S,SG)","35%","",""
"","3","Other:","","","","","",""
"9109.10.60","4","Measuring not over 50 mm in width or diameter","","20¢ each + 3.5% on the battery","Free (A+,AU,BH, C,CL,CO,D,E, IL,JO,KR,MA,OM,P, PA,PE,S,SG)","75¢ each + 35% on the battery","",""
"","4","Other:","","","","","",""
"9109.10.70","5","Valued not over $5 each","","12¢ each + 5.1% on the movement + 4.2% on the battery","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","$1.50 each + 65% on the movement + 35% on the battery","",""
"9109.10.80","5","Valued over $5 each","","30¢ each + 4.3% on the movement + 3.5% on the battery","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA, OM,P,PA,PE,S, SG)","$4.50 each + 65% on the movement + 35% on the battery","",""
"9109.90","1","Other:","","","","","",""
"9109.90.20.00","2","Measuring not over 50 mm in width or diameter","[""No.""]","20¢ each","Free (A+,AU,B,BH, C,CL,CO,D,E, IL,JO,KR,MA,OM,P, PA,PE,S,SG)","75¢ each","",""
"","2","Other:","","","","","",""
"9109.90.40.00","3","Valued not over $5 each","[""No.""]","15¢ each + 6.4%","Free (A+,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","$1.50 each + 65%","",""
"9109.90.60.00","3","Valued over $5 each","[""No.""]","30¢ each + 4.3%","Free (A+,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA, OM,P,PA,PE,S,SG)","$4.50 each + 65%","",""
"9110","0","Complete watch or clock movements, unassembled or partly assembled (movement sets); incomplete watch or clock movements, assembled; rough watch or clock movements:","","","","","",""
"","1","Of watches:","","","","","",""
"9110.11.00.00","2","Complete movements, unassembled or partly assembled (movement sets)","[""No.""]","The rate applicable to the complete, assembled movement","Free (AU,BH, CL,CO,D,E,IL,JO,KR,MA,OM,P, PA,PE,R,S,SG)","The rate applicable to the complete, assembled","",""
"9110.12.00.00","2","Incomplete movements, assembled","[""No.""]","9%","Free (AU,BH, CL,CO,D,E,IL,JO,KR,MA,OM,P, PA,PE,R,S,SG)","45%","",""
"9110.19.00.00","2","Rough movements","[""No.""]","9%","Free (AU,BH, CL,CO,D,E,IL,JO,KR,MA,OM,P, PA,PE,R,S,SG)","45%","",""
"9110.90","1","Other:","","","","","",""
"9110.90.20.00","2","Complete movements, unassembled or partly assembled (movement sets)","[""No.""]","The rate applicable to the complete, assembled movement","Free (A+,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA, OM,P,PA,PE,S,SG)","The rate applicable to the complete, assembled movement","",""
"","2","Other:","","","","","",""
"9110.90.40.00","3","Consisting of two or more pieces or parts fastened or joined together","[""No.""]","4.3% + 1.7¢/jewel + 0.2¢ for each other piece or part, but if consisting in part of a plate or a set of plates the total duty shall not exceed the duty for the complete movement","Free (A+,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA, OM,P,PA,PE,S,SG)","65% + 25¢/jewel + 3¢ for each other piece or part, but if consisting in part of a plate or a set of plates the total duty shall not exceed the duty for the complete movement","",""
"9110.90.60.00","3","Other","[""No.""]","4.2%","Free (A+,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA, OM,P,PA,PE,S,SG)","65%","",""
"9111","0","Watch cases and parts thereof:","","","","","",""
"9111.10.00.00","1","Cases of precious metal or of metal clad with precious metal","[""No.""]","12¢ each + 4.8%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","75¢ each + 45%","",""
"9111.20","1","Cases of base metal, whether or not gold- or silver-plated:","","","","","",""
"9111.20.20.00","2","Gold- or silver-plated","[""No.""]","7¢ each + 5.4%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P, PA,PE,R,S,SG)","40¢ each + 45%","",""
"9111.20.40.00","2","Other","[""No.""]","3.6¢ each + 7.6%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","20¢ each + 45%","",""
"9111.80.00.00","1","Other cases","[""No.""]","3.6¢ each + 7.6%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","20¢ each + 45%","",""
"9111.90","1","Parts:","","","","","",""
"9111.90.40.00","2","Of precious metal or of metal clad with precious metal","[""No.""]","6.4%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P, PA,PE,R,S,SG)","75¢ each + 45%","",""
"","2","Other:","","","","","",""
"9111.90.50.00","3","Bezels, backs and centers","[""No.""]","1.6¢ each + 6.8%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P, PA,PE,R,S,SG)","10¢ each + 45%","",""
"9111.90.70.00","3","Other","[""No.""]","6.4%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P, PA,PE,R,S,SG)","45%","",""
"9112","0","Clock cases and cases of a similar type for other goods of this chapter, and parts thereof:","","","","","",""
"9112.20","1","Cases:","","","","","",""
"9112.20.40.00","2","Cases of metal","[""No.""]","3.5%","Free (A+,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA, OM,P,PA,PE,S,SG)","45%","",""
"9112.20.80.00","2","Other cases","[""No.""]","5.5%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9112.90.00.00","1","Parts","[""kg""]","5.5%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9113","0","Watch straps, watch bands and watch bracelets, and parts thereof:","","","","","",""
"9113.10.00.00","1","Of precious metal or of metal clad with precious metal","[""doz.""]","4.5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","80%","",""
"9113.20","1","Of base metal, whether or not gold- or silver-plated:","","","","","",""
"","2","Straps, bands and bracelets:","","","","","",""
"9113.20.20.00","3","Valued not over $5 per dozen","[""doz.""]","11.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","110%","",""
"9113.20.40.00","3","Valued over $5 per dozen","[""doz.""]","11.2%","Free (AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","110%","",""
"","2","Parts:","","","","","",""
"9113.20.60.00","3","Of watch bracelets, valued not over $12 per dozen","[""kg""]","8.8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","110%","",""
"9113.20.90.00","3","Other","[""kg""]","8.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","110%","",""
"9113.90","1","Other:","","","","","",""
"9113.90.40.00","2","Of textile material","[""doz.""]","7.2%","Free (A+,AU,BH,CL,CO,E,IL,JO,KR,MA,OM,P, PA,PE,R,S,SG)","78.5%","",""
"9113.90.80.00","2","Other","[""doz.""]","1.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","35%","",""
"9114","0","Other clock or watch parts:","","","","","",""
"9114.30","1","Dials:","","","","","",""
"9114.30.40.00","2","Not exceeding 50 mm in width","[""No.""]","0.4¢ each + 7.2%","Free (A+,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P, PA,PE,R,S,SG)","5¢ each + 45%","",""
"9114.30.80.00","2","Exceeding 50 mm in width","[""No.""]","4.4%","Free (A+,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P, PA,PE,R,S,SG)","50%","",""
"9114.40","1","Plates and bridges:","","","","","",""
"9114.40.20.00","2","Watch movement bottom or pillar plates or their equivalent","[""No.""]","12¢ each","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P, PA,PE,R,S,SG)","75¢ each","",""
"9114.40.40.00","2","Any plate, or set of plates, suitable for assembling thereon a clock movement","[""No.""]","10¢ each","Free (A+,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA, OM,P,PA,PE,S,SG)","38¢ each","",""
"","2","Other:","","","","","",""
"9114.40.60.00","3","For watches","[""No.""]","7.3%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P, PA,PE,R,S,SG)","65%","",""
"9114.40.80.00","3","Other","[""No.""]","4.2%","Free (A+,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA, OM,P,PA,PE,S,SG)","65%","",""
"9114.90","1","Other:","","","","","",""
"9114.90.10.00","2","Jewels","[""No.""]","Free","","10%","",""
"","2","Assemblies and subassemblies for watch or clock movements consisting of two or more pieces or parts fastened or joined inseparably together:","","","","","",""
"9114.90.15.00","3","For watch movements","[""kg""]","7.2%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P, PA,PE,R,S,SG)","45%","",""
"9114.90.30.00","3","For clock movements","[""kg""]","6% + 2.3¢/jewel + 0.2¢ for each other piece or part, but if consisting in part of a plate or a set of plates the total duty shall not exceed the duty for the complete movement","Free (A+,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P, PA,PE,S,SG)","65% + 25¢/jewel + 3¢ for each other piece or part, but if consisting in part of a plate or a set of plates the total duty shall not exceed the duty for the complete movement","",""
"","2","Springs, including hairsprings:","","","","","",""
"9114.90.34.00","3","For watches","[""No.""]","7.3%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P, PA,PE,R,S,SG)","65%","",""
"9114.90.38.00","3","Other","[""No.""]","4.2%","Free (A+,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA, OM,P,PA,PE,S,SG)","65%","",""
"","2","Other:","","","","","",""
"9114.90.40.00","3","For watches","[""kg""]","8.8%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P, PA,PE,R,S,SG)","65%","",""
"9114.90.50.00","3","Other","[""kg""]","4.2%","Free (A+,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA, OM,P,PA,PE,S,SG)","65%","",""
"9201","0","Pianos, including player pianos; harpsichords and other keyboard stringed instruments:","","","","","",""
"9201.10.00","1","Upright pianos","","4.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"9201.10.00.05","2","Used","[""No.""]","","","","",""
"","2","Other:","","","","","",""
"9201.10.00.11","3","Containing a case measuring less than 111.76 cm in height","[""No.""]","","","","",""
"9201.10.00.21","3","Containing a case measuring 111.76 cm or more but less than 121.92 cm in height","[""No.""]","","","","",""
"9201.10.00.31","3","Containing a case measuring 121.92 cm or more but less than 129.54 cm in height","[""No.""]","","","","",""
"9201.10.00.41","3","Containing a case measuring 129.54 cm or more in height","[""No.""]","","","","",""
"9201.20.00","1","Grand pianos","","4.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"9201.20.00.05","2","Used","[""No.""]","","","","",""
"","2","Other:","","","","","",""
"9201.20.00.11","3","Containing a case measuring less than 152.40 cm in length","[""No.""]","","","","",""
"9201.20.00.21","3","Containing a case measuring 152.40 cm or more but less than 167.64 cm in length","[""No.""]","","","","",""
"9201.20.00.31","3","Containing a case measuring 167.64 cm or more but less than 180.34 cm in length","[""No.""]","","","","",""
"9201.20.00.41","3","Containing a case measuring 180.34 cm or more but less than 195.58 cm in length","[""No.""]","","","","",""
"9201.20.00.51","3","Containing a case measuring 195.58 cm or more in length","[""No.""]","","","","",""
"9201.90.00.00","1","Other","[""No.""]","3.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"9202","0","Other string musical instruments (for example, guitars, violins, harps):","","","","","",""
"9202.10.00.00","1","Played with a bow","[""No.""]","3.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","37.5%","",""
"9202.90","1","Other:","","","","","",""
"","2","Guitars:","","","","","",""
"9202.90.20.00","3","Valued not over $100 each, excluding the value of the case","[""No.""]","4.5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"9202.90.40.00","3","Other","[""No.""]","8.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"9202.90.60.00","2","Other","[""No.""]","4.6%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"9205","0","Wind musical instruments (for example, keyboard pipe organs, accordions, clarinets, trumpets, bagpipes), other than fairground organs and mechanical street organs:","","","","","",""
"9205.10.00","1","Brass-wind instruments","","2.9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"9205.10.00.40","2","Valued not over $10 each","[""No.""]","","","","",""
"9205.10.00.80","2","Valued over $10 each","[""No.""]","","","","",""
"9205.90","1","Other:","","","","","",""
"","2","Keyboard pipe organs; harmoniums and similar keyboard instruments with free metal reeds:","","","","","",""
"9205.90.12.00","3","Keyboard pipe organs","[""No.""]","Free","","35%","",""
"9205.90.14.00","3","Other","[""No.""]","2.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"","2","Accordions and similar instruments; mouth organs:","","","","","",""
"","3","Accordions and similar instruments:","","","","","",""
"9205.90.15.00","4","Piano accordions","[""No.""]","Free","","40%","",""
"9205.90.18.00","4","Other","[""No.""]","2.6%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"9205.90.19.00","3","Mouth organs","[""doz.""]","Free","","40%","",""
"","2","Woodwind instruments:","","","","","",""
"9205.90.20.00","3","Bagpipes","[""No.""]","Free","","40%","",""
"9205.90.40","3","Other","","4.9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"9205.90.40.20","4","Clarinets","[""No.""]","","","","",""
"9205.90.40.40","4","Saxophones","[""No.""]","","","","",""
"9205.90.40.60","4","Flutes and piccolos (except bamboo)","[""No.""]","","","","",""
"9205.90.40.80","4","Other","[""No.""]","","","","",""
"9205.90.60.00","2","Other","[""No.""]","Free","","40%","",""
"9206.00","0","Percussion musical instruments (for example, drums, xylophones, cymbals, castanets, maracas):","","","","","",""
"9206.00.20.00","1","Drums","[""No.""]","4.8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"9206.00.40.00","1","Cymbals","[""No.""]","Free","","40%","",""
"9206.00.60.00","1","Sets of tuned bells known as chimes, peals or carillons","[""No.""]","Free","","50%","",""
"9206.00.80.00","1","Other","[""No.""]","5.3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"9207","0","Musical instruments, the sound of which is produced, or must be amplified, electrically (for example, organs, guitars, accordions):","","","","","",""
"9207.10.00","1","Keyboard instruments, other than accordions","","5.4%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 2.7% (JP)","40%","",""
"","2","Music synthesizers:","","","","","",""
"9207.10.00.05","3","Valued under $100 each","[""No.""]","","","","",""
"9207.10.00.10","3","Valued $100 or over each","[""No.""]","","","","",""
"","2","Other:","","","","","",""
"","3","With more than one keyboard:","","","","","",""
"9207.10.00.45","4","Valued under $200 each","[""No.""]","","","","",""
"9207.10.00.55","4","Valued $200 or over each","[""No.""]","","","","",""
"","3","With one keyboard:","","","","","",""
"9207.10.00.60","4","Hand-held","[""No.""]","","","","",""
"","4","Other:","","","","","",""
"9207.10.00.65","5","Valued under $100 each","[""No.""]","","","","",""
"9207.10.00.75","5","Valued $100 or over each","[""No.""]","","","","",""
"9207.90.00","1","Other","","5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"9207.90.00.40","2","Fretted stringed instruments","[""No.""]","","","","",""
"9207.90.00.80","2","Other","[""No.""]","","","","",""
"9208","0","Music boxes, fairground organs, mechanical street organs, mechanical singing birds, musical saws and other musical instruments not falling within any other heading of this chapter; decoy calls of all kinds; whistles, call horns and other mouth-blown sound signaling instruments:","","","","","",""
"9208.10.00.00","1","Music boxes","[""No.""]","3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"9208.90.00","1","Other","","5.3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"9208.90.00.40","2","Musical instruments","[""No.""]","","","","",""
"9208.90.00.80","2","Other","[""No.""]","","","","",""
"9209","0","Parts (for example, mechanisms for music boxes) and accessories (for example, cards, discs and rolls for mechanical instruments) of musical instruments; metronomes, tuning forks and pitch pipes of all kinds:","","","","","",""
"9209.30.00.00","1","Musical instrument strings","[""No.""]","Free","","40%","",""
"","1","Other:","","","","","",""
"9209.91","2","Parts and accessories for pianos:","","","","","",""
"9209.91.40.00","3","Tuning pins","[""thousands""]","Free","","$1/1,000 pins + 35%","",""
"9209.91.80.00","3","Other","[""No.""]","4.2%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","40%","",""
"9209.92","2","Parts and accessories for the musical instruments of heading 9202:","","","","","",""
"9209.92.20.00","3","Mutes, collapsible musical instrument stands and music holders for attachment to musical instruments","[""No.""]","3.9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9209.92.40.00","3","Tuning pins","[""thousands""]","10¢/1,000 pins + 3.5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","$1/1,000 pins + 35%","",""
"9209.92.60.00","3","Bows, parts of bows, bow hair, chin rests and other parts and accessories for string instruments played with a bow","[""No.""]","Free","","40%","",""
"9209.92.80.00","3","Other","[""No.""]","4.6%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"9209.94","2","Parts and accessories for the musical instruments of heading 9207:","","","","","",""
"9209.94.40.00","3","Collapsible musical instrument stands","[""No.""]","5.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9209.94.80.00","3","Other","[""No.""]","2.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"9209.99","2","Other:","","","","","",""
"9209.99.05.00","3","Metronomes, tuning forks and pitch pipes","[""No."",""kg""]","Free","","40%","",""
"9209.99.10.00","3","Mutes for musical instruments; pedals, dampers and spurs for drums; pedals and holders for cymbals; lyres and other music holders for attachment to musical instruments; and collapsible stands for holding music or for holding musical instruments","[""No.""]","5.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"","3","Other:","","","","","",""
"9209.99.16.00","4","For pipe organs of subheading 9205.90.12","[""No."",""kg""]","Free","","35%","",""
