HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"4807.00.94.00","3","Other","[""kg""]","Free","","30%","",""
"4808","0","Paper and paperboard, corrugated (with or without glued flat surface sheets), creped, crinkled, embossed or perforated, in rolls or sheets, other than paper of the kind described in heading 4803:","","","","","",""
"4808.10.00.00","1","Corrugated paper and paperboard, whether or not perforated","[""kg""]","Free","","30%","",""
"4808.40.00.00","1","Kraft paper, creped or crinkled, whether or not embossed or perforated","[""kg""]","Free","","36%","",""
"4808.90","1","Other:","","","","","",""
"4808.90.20.00","2","Creped or crinkled","[""kg""]","Free","","36%","",""
"4808.90.40.00","2","Embossed","[""kg""]","Free","","18.5%","",""
"4808.90.60.00","2","Other","[""kg""]","Free","","35%","",""
"4809","0","Carbon paper, self-copy paper and other copying or transfer papers (including coated or impregnated paper for duplicator stencils or offset plates), whether or not printed, in rolls or sheets:","","","","","",""
"4809.20","1","Self-copy paper:","","","","","",""
"4809.20.20.00","2","Writing paper","[""kg""]","Free","","35%","",""
"4809.20.40.00","2","Other","[""kg""]","Free","","25%","",""
"4809.90","1","Other:","","","","","",""
"4809.90.20.00","2","Stereotype-matrix board and mat","[""kg""]","Free","","35%","",""
"","2","Decalcomania paper:","","","","","",""
"4809.90.40.00","3","Simplex","[""kg""]","Free","","15%","",""
"4809.90.60.00","3","Duplex","[""kg""]","Free","","Free","",""
"","2","Other:","","","","","",""
"4809.90.71.00","3","Impregnated, coated or both, but not otherwise treated","[""kg""]","Free","","25%","",""
"4809.90.80.00","3","Other","[""kg""]","Free","","20%","",""
"4810","0","Paper and paperboard, coated on one or both sides with kaolin (China clay) or other inorganic substances, with or without a binder, and with no other coating, whether or not surface-colored, surface-decorated or printed, in rolls or rectangular (including square) sheets, of any size:","","","","","",""
"","1","Paper and paperboard of a kind used for writing, printing or other graphic purposes, not containing fibers obtained by a mechanical or chemi-mechanical process or of which not more than 10 percent by weight of the total fiber content consists of such fibers:","","","","","",""
"4810.13","2","In rolls:","","","","","",""
"","3","Of a width exceeding <il>15 cm:</il>","","","","","",""
"","4","Weighing not more than <il>150 g/m²:</il>","","","","","",""
"4810.13.11","5","Basic paper to be sensitized for use in photography","","Free","","5%","",""
"4810.13.11.20","6","Baryta coated","[""kg"",""m²""]","","","","",""
"4810.13.11.40","6","Other","[""kg"",""m²""]","","","","",""
"4810.13.13.00","5","India or bible paper","[""kg""]","Free","","24%","",""
"4810.13.19.00","5","Other","[""kg""]","Free","","37%","",""
"4810.13.20","4","Weighing more than <il>150 g/m²</il>","","Free","","42%","",""
"4810.13.20.10","5","Coated on one side only","[""kg""]","","","","",""
"4810.13.20.90","5","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"4810.13.50.00","4","Printed, embossed or perforated","[""kg""]","Free","","30%","",""
"","4","Other:","","","","","",""
"4810.13.60.00","5","Basic paper to be sensitized for use in photography","[""kg"",""m²""]","Free","","5%","",""
"4810.13.70","5","Other","","Free","","30%","",""
"4810.13.70.20","6","Containing by weight 25 percent or more cotton fiber","[""kg""]","","","","",""
"4810.13.70.40","6","Other","[""kg""]","","","","",""
"4810.14","2","In sheets with one side not exceeding <il>435 mm</il> and the other side not exceeding <il>297 mm</il> in the unfolded state:","","","","","",""
"","3","With one side exceeding <il>360 mm</il> and the other side exceeding <il>150 mm</il> in the unfolded state:","","","","","",""
"","4","Weighing not more than <il>150 g/m²:</il>","","","","","",""
"4810.14.11","5","Basic paper to be sensitized for use in photography","","Free","","5%","",""
"4810.14.11.20","6","Baryta coated","[""kg"",""m²""]","","","","",""
"4810.14.11.40","6","Other","[""kg"",""m²""]","","","","",""
"4810.14.13.00","5","India or bible paper","[""kg""]","Free","","24%","",""
"4810.14.19.00","5","Other","[""kg""]","Free","","37%","",""
"4810.14.20","4","Weighing more than <il>150 g/m²</il>","","Free","","42%","",""
"4810.14.20.10","5","Coated on one side only","[""kg""]","","","","",""
"4810.14.20.90","5","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"4810.14.50.00","4","Printed, embossed or perforated","[""kg""]","Free","","30%","",""
"","4","Other:","","","","","",""
"4810.14.60.00","5","Basic paper to be sensitized for use in photography","[""kg"",""m²""]","Free","","5%","",""
"4810.14.70","5","Other","","Free","","30%","",""
"4810.14.70.20","6","Containing by weight 25 percent or more cotton fiber","[""kg""]","","","","",""
"4810.14.70.40","6","Other","[""kg""]","","","","",""
"4810.19","2","Other:","","","","","",""
"","3","Weighing not more than <il>150 g/m²:</il>","","","","","",""
"4810.19.11.00","4","Basic paper to be sensitized for use in photography","[""kg"",""m²""]","Free","","5%","",""
"4810.19.13.00","4","India or bible paper","[""kg""]","Free","","24%","",""
"4810.19.19.00","4","Other","[""kg""]","Free","","37%","",""
"4810.19.20","3","Weighing more than <il>150 g/m²</il>","","Free","","42%","",""
"4810.19.20.10","4","Coated on one side only","[""kg""]","","","","",""
"4810.19.20.90","4","Other","[""kg""]","","","","",""
"","1","Paper and paperboard of a kind used for writing, printing or other graphic purposes, of which more than 10 percent by weight of the total fiber content consists of fibers obtained by a mechanical or chemi-mechanical process:","","","","","",""
"4810.22","2","Light-weight coated paper:","","","","","",""
"4810.22.10.00","3","In strips or rolls of a width exceeding <il>15 cm</il> or in rectangular (including square) sheets with one side exceeding <il>36 cm</il> and the other side exceeding <il>15 cm</il> in the unfolded state","[""kg""]","Free","","37%","",""
"","3","Other:","","","","","",""
"4810.22.50","4","Printed, embossed or perforated","","Free","","30%","",""
"4810.22.50.44","5","Hole-punched looseleaf paper","[""kg""]","","","","",""
"4810.22.50.80","5","Other","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"4810.22.60.00","5","Basic paper to be sensitized for use in photography","[""kg"",""m²""]","Free","","5%","",""
"4810.22.70","5","Other","","Free","","30%","",""
"4810.22.70.20","6","Containing by weight 25 percent or more cotton fiber","[""kg""]","","","","",""
"4810.22.70.40","6","Other","[""kg""]","","","","",""
"4810.29","2","Other:","","","","","",""
"4810.29.10","3","In strips or rolls of a width exceeding <il>15 cm</il> or in rectangular (including square) sheets with one side exceeding <il>36 cm</il> and the other side exceeding <il>15 cm</il> in the unfolded state","","Free","","37%","",""
"4810.29.10.25","4","In rolls","[""kg""]","","","","",""
"4810.29.10.35","4","In sheets","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"4810.29.50.00","4","Printed, embossed or perforated","[""kg""]","Free","","30%","",""
"","4","Other:","","","","","",""
"4810.29.60.00","5","Basic paper to be sensitized for use in photography","[""kg"",""m²""]","Free","","5%","",""
"4810.29.70","5","Other","","Free","","30%","",""
"4810.29.70.20","6","Containing by weight 25 percent or more cotton fiber","[""kg""]","","","","",""
"","6","Other:","","","","","",""
"4810.29.70.25","7","In rolls","[""kg""]","","","","",""
"4810.29.70.35","7","In sheets","[""kg""]","","","","",""
"","1","Kraft paper and paperboard, other than that of a kind used for writing, printing or other graphic purposes:","","","","","",""
"4810.31","2","Bleached uniformly throughout the mass and of which more than 95 percent by weight of the total fiber content consists of wood fibers obtained by a chemical process and weighing <il>150 g/m²</il> or less:","","","","","",""
"4810.31.10","3","In strips or rolls of a width exceeding <il>15 cm</il> or in rectangular (including square) sheets with one side exceeding <il>36 cm</il> and the other side exceeding <il>15 cm</il> in the unfolded state","","Free","","25%","",""
"4810.31.10.20","4","Folding carton stock","[""kg""]","","","","",""
"4810.31.10.40","4","Base stock for trays, dishes, plates, cups and the like","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"4810.31.10.50","5","Gift wrap","[""kg""]","","","","",""
"4810.31.10.80","5","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"4810.31.30.00","4","Cards, not punched, for punchcard machines, whether or not in strips","[""kg""]","Free","","30%","",""
"4810.31.65.00","4","Other","[""kg""]","Free","","26.5%","",""
"4810.32","2","Bleached uniformly throughout the mass and of which more than 95 percent by weight of the total fiber content consists of wood fibers obtained by a chemical process and weighing more than <il>150 g/m²:</il>","","","","","",""
"4810.32.10","3","In strips or rolls of a width exceeding <il>15 cm</il> or in rectangular (including square) sheets with one side exceeding <il>36 cm</il> and the other side exceeding <il>15 cm</il> in the unfolded state","","Free","","25%","",""
"4810.32.10.20","4","Folding carton stock","[""kg""]","","","","",""
"4810.32.10.40","4","Base stock for trays, dishes, plates, cups and the like","[""kg""]","","","","",""
"4810.32.10.60","4","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"4810.32.30.00","4","Cards, not punched, for punchcard machines, whether or not in strips","[""kg""]","Free","","30%","",""
"4810.32.65.00","4","Other","[""kg""]","Free","","26.5%","",""
"4810.39","2","Other:","","","","","",""
"","3","In strips or rolls of a width exceeding <il>15 cm</il> or in rectangular (including square) sheets with one side exceeding <il>36 cm</il> and the other side exceeding <il>15 cm</il> in the unfolded state:","","","","","",""
"4810.39.12.00","4","Whether or not impregnated, but not otherwise treated","[""kg""]","Free","","25%","",""
"4810.39.14.00","4","Other","[""kg""]","Free","","20%","",""
"","3","Other:","","","","","",""
"4810.39.30.00","4","Cards, not punched, for punchcard machines, whether or not in strips","[""kg""]","Free","","30%","",""
"4810.39.65.00","4","Other","[""kg""]","Free","","26.5%","",""
"","1","Other paper and paperboard:","","","","","",""
"4810.92","2","Multi-ply:","","","","","",""
"","3","In strips or rolls of a width exceeding <il>15 cm</il> or in rectangular (including square) sheets with one side exceeding <il>36 cm</il> and the other side exceeding <il>15 cm</il> in the unfolded state:","","","","","",""
"4810.92.12","4","Weighing more than <il>150 g/m²</il>","","Free","","30%","",""
"4810.92.12.25","5","In rolls","[""kg""]","","","","",""
"4810.92.12.35","5","In sheets","[""kg""]","","","","",""
"4810.92.14","4","Other","","Free","","20%","",""
"4810.92.14.25","5","In rolls","[""kg""]","","","","",""
"4810.92.14.35","5","In sheets","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"4810.92.30.00","4","Cards, not punched, for punch card machines, whether or not in strips","[""kg""]","Free","","30%","",""
"4810.92.65","4","Other","","Free","","26.5%","",""
"4810.92.65.25","5","In rolls","[""kg""]","","","","",""
"4810.92.65.35","5","In sheets","[""kg""]","","","","",""
"4810.99","2","Other:","","","","","",""
"4810.99.10","3","In strips or rolls of a width exceeding <il>15 cm</il> or in rectangular (including square) sheets with one side exceeding <il>36 cm</il> and the other side exceeding <il>15 cm</il> in the unfolded state","","Free","","20%","",""
"4810.99.10.10","4","Gift wrap paper","[""kg""]","","","","",""
"4810.99.10.50","4","Folding Carton","[""kg""]","","","","",""
"4810.99.10.60","4","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"4810.99.30.00","4","Cards, not punched, for punch card machines, whether or not in strips","[""kg""]","Free","","30%","",""
"4810.99.65.00","4","Other","[""kg""]","Free","","26.5%","",""
"4811","0","Paper, paperboard, cellulose wadding and webs of cellulose fibers, coated, impregnated, covered, surface-colored, surface-decorated or printed, in rolls or rectangular (including square) sheets, of any size, other than goods of the kind described in heading 4803, 4809 or 4810:","","","","","",""
"4811.10","1","Tarred, bituminized or asphalted paper and paperboard:","","","","","",""
"4811.10.11.00","2","In strips or rolls of a width exceeding <il>15 cm</il> or in rectangular (including square) sheets with one side exceeding <il>36 cm</il> and the other side exceeding <il>15 cm</il> in the unfolded state","[""kg""]","Free","","10%","",""
"4811.10.21.00","2","Other","[""kg""]","Free","","26.5%","",""
"","1","Gummed or adhesive paper and paperboard:","","","","","",""
"4811.41","2","Self-adhesive:","","","","","",""
"4811.41.10.00","3","In strips or rolls of a width exceeding <il>15 cm</il> or in rectangular (including square) sheets with one side exceeding <il>36 cm</il> and the other side exceeding <il>15 cm</il> in the unfolded state","[""kg""]","Free","","40%","",""
"","3","Other:","","","","","",""
"4811.41.21.00","4","In strips or rolls","[""kg""]","Free","","40%","",""
"4811.41.30.00","4","Other","[""kg""]","Free","","35%","",""
"4811.49","2","Other:","","","","","",""
"4811.49.10.00","3","In strips or rolls of a width exceeding <il>15 cm</il> or in rectangular (including square) sheets with one side exceeding <il>36 cm</il> and the other side exceeding <il>15 cm</il> in the unfolded state","[""kg""]","Free","","14%","",""
"","3","Other:","","","","","",""
"4811.49.21.00","4","In strips or rolls","[""kg""]","Free","","30%","",""
"4811.49.30.00","4","Other","[""kg""]","Free","","35%","",""
"","1","Paper and paperboard, coated, impregnated or covered with plastics (excluding adhesives):","","","","","",""
"4811.51","2","Bleached, weighing more than <il>150 g/m²:</il>","","","","","",""
"","3","In strips or rolls of a width exceeding <il>15 cm</il> or in rectangular (including square) sheets with one side exceeding <il>36 cm</il> and the other side exceeding <il>15 cm</il> in the unfolded state:","","","","","",""
"4811.51.20","4","<il>0.3 mm</il> or more in thickness","","Free","","30%","",""
"4811.51.20.10","5","Base stock for milk cartons and other beverage containers","[""kg""]","","","","",""
"","5","Other:","","","","","",""
"4811.51.20.20","6","Folding carton stock","[""kg""]","","","","",""
"4811.51.20.30","6","Base stock for trays, dishes, plates, cups and the like","[""kg""]","","","","",""
"","6","Other:","","","","","",""
"4811.51.20.40","7","Base stock for packaging","[""kg""]","","","","",""
"4811.51.20.50","7","Other","[""kg""]","","","","",""
"4811.51.40.00","4","Other","[""kg""]","Free","","42%","",""
"4811.51.60.00","3","Other","[""kg""]","Free","","35%","",""
"4811.59","2","Other:","","","","","",""
"","3","In strips or rolls of a width exceeding <il>15 cm</il> or in rectangular (including square) sheets with one side exceeding <il>36 cm</il> and the other side exceeding <il>15 cm</il> in the unfolded state:","","","","","",""
"4811.59.20.00","4","Printing paper","[""kg""]","Free","","37%","",""
"4811.59.40","4","Other","","Free","","25%","",""
"4811.59.40.20","5","Folding carton stock","[""kg""]","","","","",""
"4811.59.40.40","5","Other","[""kg""]","","","","",""
"4811.59.60.00","3","Other","[""kg""]","Free","","35%","",""
"4811.60","1","Paper and paperboard, coated, impregnated or covered with wax, paraffin, stearin, oil or glycerol:","","","","","",""
"4811.60.40.00","2","In strips or rolls of a width exceeding <il>15 cm</il> or in rectangular (including square) sheets with one side exceeding <il>36 cm</il> and the other side exceeding <il>15 cm</il> in the unfolded state","[""kg""]","Free","","17.5%","",""
"4811.60.60.00","2","Other","[""kg""]","Free","","35%","",""
"4811.90","1","Other paper, paperboard, cellulose wadding and webs of cellulose fibers:","","","","","",""
"","2","In strips or rolls of a width exceeding <il>15 cm</il> or in rectangular (including square) sheets with one side exceeding <il>36 cm</il> and the other side exceeding <il>15 cm</il> in the unfolded state:","","","","","",""
"4811.90.10.00","3","Handmade paper","[""kg""]","Free","","27%","",""
"","3","Other:","","","","","",""
"4811.90.20.00","4","Wholly or partly covered with flock, gelatin, metal or metal solutions","[""kg""]","Free","","22.5%","",""
"","4","Other:","","","","","",""
"4811.90.30.00","5","Impregnated with latex","[""kg""]","Free","","25%","",""
"","5","Other:","","","","","",""
"4811.90.40","6","Weighing not over <il>15 g/m²</il>","","Free","","30%","",""
"4811.90.40.10","7","Tissue papers, in sheets","[""kg""]","","","","",""
"4811.90.40.90","7","Other","[""kg""]","","","","",""
"4811.90.60","6","Weighing over <il>15 g/m²</il> but not over <il>30 g/m²</il>","","Free","","20%","",""
"4811.90.60.10","7","Tissue papers having a basis weight not exceeding <il>29 g/m²</il>, in sheets","[""kg""]","","","","",""
"4811.90.60.90","7","Other","[""kg""]","","","","",""
"4811.90.80","6","Weighing over <il>30 g/m²</il>","","Free","","18.5%","",""
"4811.90.80.20","7","Gift Wrap (other than tissue)","[""kg""]","","","","",""
"4811.90.80.30","7","Direct thermal coated paper","[""kg""]","","","","",""
"4811.90.80.50","7","Other","[""kg""]","","","","",""
"4811.90.90","2","Other","","Free","","35%","",""
"4811.90.90.10","3","Tissue papers having a basis weight not exceeding <il>29 g/m²</il>, in sheets","[""kg""]","","","","",""
"4811.90.90.30","3","Direct thermal coated paper","[""kg""]","","","","",""
"4811.90.90.35","3","Paper in sheets, lined or ruled, having a width of 152.4 to <il>360 mm</il> inclusive and a length of 225.25 to <il>360 mm</il> inclusive","[""kg""]","","","","",""
"4811.90.90.80","3","Other","[""kg""]","","","","",""
"4812.00.00.00","0","Filter blocks, slabs and plates, of paper pulp","[""kg""]","Free","","20%","",""
"4813","0","Cigarette paper, whether or not cut to size or in the form of booklets or tubes:","","","","","",""
"4813.10.00.00","1","In the form of booklets or tubes","[""kg""]","Free","","60%","",""
"4813.20.00.00","1","In rolls of a width not exceeding <il>5 cm</il>","[""kg""]","Free","","60%","",""
"4813.90.00.00","1","Other","[""kg""]","Free","","60%","",""
"4814","0","Wallpaper and similar wallcoverings; window transparencies of paper:","","","","","",""
"4814.20.00.00","1","Wallpaper and similar wallcoverings, consisting of paper coated or covered, on the face side, with a grained, embossed, colored, design-printed or otherwise decorated layer of plastics","[""kg""]","Free","","3.3¢/kg + 20%","",""
"4814.90.02.00","1","Other","[""kg""]","Free","","3.3¢/kg + 20%","",""
"4816","0","Carbon paper, self-copy paper and other copying or transfer papers (other than those of heading 4809), duplicator stencils and offset plates, of paper, whether or not put up in boxes:","","","","","",""
"4816.20.00.00","1","Self-copy paper","[""kg""]","Free","","30%","",""
"4816.90.01.00","1","Other","[""kg""]","Free","","35%","",""
"4817","0","Envelopes, letter cards, plain postcards and correspondence cards, of paper or paperboard; boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment of paper stationery:","","","","","",""
"4817.10.00.00","1","Envelopes","[""thousands""]","Free","","35%","",""
"4817.20","1","Letter cards, plain postcards and correspondence cards:","","","","","",""
"4817.20.20.00","2","Sheets of writing paper, with border gummed or perforated, with or without inserts, prepared for use as combination sheets and envelopes","[""kg""]","Free","","40%","",""
"4817.20.40.00","2","Other","[""kg""]","Free","","33%","",""
"4817.30.00.00","1","Boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment of paper stationery","[""kg""]","Free","","40%","",""
"4818","0","Toilet paper and similar paper, cellulose wadding or webs of cellulose fibers, of a kind used for household or sanitary purposes, in rolls of a width not exceeding <il>36 cm</il>, or cut to size or shape; handkerchiefs, cleansing tissues, towels, tablecloths, table napkins, bed sheets and similar household, sanitary or hospital articles, articles of apparel and clothing accessories, of paper pulp, paper, cellulose wadding or webs of cellulose fibers:","","","","","",""
"4818.10.00.00","1","Toilet paper","[""kg""]","Free","","35%","",""
"4818.20.00","1","Handkerchiefs, cleansing or facial tissues and towels","","Free","","35%","",""
"4818.20.00.20","2","Towels","[""kg""]","","","","",""
"4818.20.00.40","2","Other","[""kg""]","","","","",""
"4818.30.00.00","1","Tablecloths and table napkins","[""kg""]","Free","","35%","",""
"4818.50.00","1","Articles of apparel and clothing accessories","","Free","","26.5%","",""
"4818.50.00.20","2","Hospital/medical gowns or scrubs","[""kg""]","","","","",""
"4818.50.00.80","2","Other","[""kg""]","","","","",""
"4818.90.00","1","Other","","Free","","30%","",""
"4818.90.00.20","2","Face masks","[""kg""]","","","","",""
"4818.90.00.80","2","Other","[""kg""]","","","","",""
"4819","0","Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibers; box files, letter trays and similar articles, of paper or paperboard of a kind used in offices, shops or the like:","","","","","",""
"4819.10.00","1","Cartons, boxes and cases, of corrugated paper or paperboard","","Free","","35%","",""
"4819.10.00.20","2","Sanitary food and beverage containers","[""kg""]","","","","",""
"4819.10.00.40","2","Other","[""kg""]","","","","",""
"4819.20.00","1","Folding cartons, boxes and cases, of non-corrugated paper or paperboard","","Free","","35%","",""
"4819.20.00.20","2","Sanitary food and beverage containers","[""kg""]","","","","",""
"4819.20.00.40","2","Other","[""kg""]","","","","",""
"4819.30.00","1","Sacks and bags, having a base of a width of <il>40 cm</il> or more","","Free","","35%","",""
"4819.30.00.20","2","Shipping sacks and multiwall bags, other than grocers' bags","[""kg""]","","","","",""
"4819.30.00.40","2","Other","[""kg""]","","","","",""
"4819.40.00","1","Other sacks and bags, including cones","","Free","","35%","",""
"4819.40.00.20","2","Shipping sacks and multiwall bags, other than grocers' bags","[""kg""]","","","","",""
"4819.40.00.40","2","Other","[""kg""]","","","","",""
"4819.50","1","Other packing containers, including record sleeves:","","","","","",""
"4819.50.20.00","2","Sanitary food and beverage containers","[""kg""]","Free","","35%","",""
"4819.50.30.00","2","Record sleeves","[""kg""]","Free","","19.3¢/kg","",""
"4819.50.40","2","Other","","Free","","35%","",""
"4819.50.40.20","3","Fiber drums, cans, tubes and similar containers","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"4819.50.40.40","4","Rigid boxes and cartons","[""kg""]","","","","",""
"4819.50.40.60","4","Other","[""kg""]","","","","",""
"4819.60.00.00","1","Box files, letter trays, storage boxes and similar articles, of a kind used in offices, shops or the like","[""kg""]","Free","","35%","",""
"4820","0","Registers, account books, notebooks, order books, receipt books, letter pads, memorandum pads, diaries and similar articles, exercise books, blotting pads, binders (looseleaf or other), folders, file covers, manifold business forms, interleaved carbon sets and other articles of stationery, of paper or paperboard; albums for samples or for collections and book covers (including cover boards and book jackets) of paper or paperboard:","","","","","",""
"4820.10","1","Registers, account books, notebooks, order books, receipt books, letter pads, memorandum pads, diaries and similar articles:","","","","","",""
"4820.10.20","2","Diaries, notebooks and address books, bound; memorandum pads, letter pads and similar articles","","Free","","25%","",""
"4820.10.20.10","3","Diaries and address books","[""No.""]","","","","",""
"4820.10.20.20","3","Memorandum pads, letter pads and similar articles","[""No.""]","","","","",""
"4820.10.20.30","3","Sewn composition books with dimensions of <il>152.4-381 mm (6"" - 15"")</il>, inclusive (small side) X 222.5-<il>381 mm (8.75"" -15"")</il>, inclusive (large side)","[""No.""]","","","","",""
"4820.10.20.40","3","Other note books with dimensions of <il>152.4-381 mm (6"" - 15"")</il>, inclusive (small side) X 222.5-<il>381 mm (8.75"" -15"")</il>, inclusive (large side)","[""No.""]","","","","",""
"4820.10.20.60","3","Other","[""No.""]","","","","",""
"4820.10.40.00","2","Other","[""No.""]","Free","","25%","",""
"4820.20.00.00","1","Exercise books","[""No.""]","Free","","25%","",""
"4820.30.00","1","Binders (other than book covers), folders and file covers","","Free","","35%","",""
"4820.30.00.20","2","Looseleaf binders","[""kg""]","","","","",""
"4820.30.00.40","2","Other","[""kg""]","","","","",""
"4820.40.00.00","1","Manifold business forms and interleaved carbon sets","[""kg""]","Free","","26.5%","",""
"4820.50.00.00","1","Albums for samples or for collections","[""No.""]","Free","","30%","",""
"4820.90.00.00","1","Other","[""kg""]","Free","","35%","",""
"4821","0","Paper and paperboard labels of all kinds, whether or not printed:","","","","","",""
"4821.10","1","Printed:","","","","","",""
"4821.10.20.00","2","Printed in whole or in part by a lithographic process","[""kg""]","Free","","88¢/kg","",""
"4821.10.40.00","2","Other","[""kg""]","Free","","35%","",""
"4821.90","1","Other:","","","","","",""
"4821.90.20.00","2","Self-adhesive","[""kg""]","Free","","40%","",""
"4821.90.40.00","2","Other","[""kg""]","Free","","30%","",""
"4822","0","Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard (whether or not perforated or hardened):","","","","","",""
"4822.10.00.00","1","Of a kind used for winding textile yarn","[""kg""]","Free","","43%","",""
"4822.90.00.00","1","Other","[""kg""]","Free","","35%","",""
"4823","0","Other paper, paperboard, cellulose wadding and webs of cellulose fibers, cut to size or shape; other articles of paper pulp, paper, paperboard, cellulose wadding or webs of cellulose fibers:","","","","","",""
"4823.20","1","Filter paper and paperboard:","","","","","",""
"4823.20.10.00","2","Paint filters and strainers","[""kg""]","Free","","35%","",""
"4823.20.90.00","2","Other","[""kg""]","Free","","30%","",""
"4823.40.00.00","1","Rolls, sheets and dials, printed for self-recording apparatus","[""kg""]","Free","","35%","",""
"","1","Trays, dishes, plates, cups and the like, of paper or paperboard:","","","","","",""
"4823.61.00","2","Of bamboo","","Free","","35%","",""
"4823.61.00.20","3","Cups and round nested food containers","[""kg""]","","","","",""
"4823.61.00.40","3","Other","[""kg""]","","","","",""
"4823.69.00","2","Other","","Free","","35%","",""
"4823.69.00.20","3","Cups and round nested food containers","[""kg""]","","","","",""
"4823.69.00.40","3","Other","[""kg""]","","","","",""
"4823.70.00","1","Molded or pressed articles of paper pulp","","Free","","30%","",""
"4823.70.00.20","2","Plates, bowls or cups","[""No.""]","","","","",""
"4823.70.00.40","2","Other","[""kg""]","","","","",""
"4823.90","1","Other:","","","","","",""
"4823.90.10.00","2","Of paper pulp","[""kg""]","Free","","30%","",""
"4823.90.20.00","2","Of papier-mâché","[""kg""]","Free","","25%","",""
"","2","Other:","","","","","",""
"4823.90.31.00","3","Cards, not punched, for punchcard machines, whether or not in strips","[""kg""]","Free","","30%","",""
"4823.90.40.00","3","Frames or mounts for photographic slides","[""kg""]","Free","","45%","",""
"4823.90.50.00","3","Hand fans","[""kg"",""No.""]","Free","","50%","",""
"","3","Other:","","","","","",""
"","4","Of coated paper or paperboard:","","","","","",""
"4823.90.60.00","5","Gaskets, washers and other seals","[""kg""]","Free","","26.5%","",""
"4823.90.67.00","5","Other","[""kg""]","Free","","26.5%","",""
"4823.90.70.00","4","Of cellulose wadding","[""kg""]","Free","","19.5%","",""
"","4","Other:","","","","","",""
"4823.90.80.00","5","Gaskets, washers and other seals","[""kg""]","Free","","35%","",""
"4823.90.86","5","Other","","Free","","35%","",""
"4823.90.86.20","6","Shoe covers (booties) of a kind described in statistical note 2 to this chapter","[""kg""]","","","","",""
"4823.90.86.80","6","Other","[""kg""]","","","","",""
"4901","0","Printed books, brochures, leaflets and similar printed matter, whether or not in single sheets:","","","","","",""
"4901.10.00","1","In single sheets, whether or not folded","","Free","","Free","",""
"4901.10.00.20","2","Reproduction proofs","[""kg""]","","","","",""
"4901.10.00.40","2","Other","[""kg""]","","","","",""
"","1","Other:","","","","","",""
"4901.91.00","2","Dictionaries and encyclopedias, and serial installments thereof","","Free","","Free","",""
"4901.91.00.20","3","Dictionaries (including thesauruses)","[""No.""]","","","","",""
"4901.91.00.40","3","Encyclopedias","[""No.""]","","","","",""
"4901.99.00","2","Other","","Free","","Free","",""
"4901.99.00.10","3","Textbooks","[""No.""]","","","","",""
"4901.99.00.20","3","Bound newspapers, journals and periodicals provided for in Legal Note 3 to this chapter","[""No.""]","","","","",""
"4901.99.00.30","3","Directories","[""No.""]","","","","",""
"","3","Other:","","","","","",""
"4901.99.00.40","4","Bibles, testaments, prayer books and other religious books","[""No.""]","","","","",""
"4901.99.00.50","4","Technical, scientific and professional books","[""No.""]","","","","",""
"","4","Art and pictorial books:","","","","","",""
"4901.99.00.60","5","Valued under $5 each","[""No.""]","","","","",""
"4901.99.00.65","5","Valued $5 or more each","[""No.""]","","","","",""
"","4","Other:","","","","","",""
"4901.99.00.70","5","Hardbound books","[""No.""]","","","","",""
"4901.99.00.75","5","Rack size paperbound books","[""No.""]","","","","",""
"","5","Other:","","","","","",""
"4901.99.00.91","6","Containing not more than 4 pages each (excluding covers)","[""No.""]","","","","",""
"4901.99.00.92","6","Containing 5 or more pages each, but not more than 48 pages each (excluding covers)","[""No.""]","","","","",""
"4901.99.00.93","6","Containing 49 or more pages each (excluding covers)","[""No.""]","","","","",""
"4902","0","Newspapers, journals and periodicals, whether or not illustrated or containing advertising material:","","","","","",""
"4902.10.00.00","1","Appearing at least four times a week","[""kg""]","Free","","Free","",""
"4902.90","1","Other:","","","","","",""
"4902.90.10.00","2","Newspaper supplements printed by a gravure process","[""No.""]","Free","","25%","",""
"4902.90.20","2","Other","","Free","","Free","",""
"4902.90.20.20","3","Newspapers appearing less than four times per week","[""kg""]","","","","",""
"4902.90.20.40","3","Other business and professional journals and periodicals (including single issues tied together for shipping purposes)","[""No.""]","","","","",""
"4902.90.20.60","3","Other (including single issues tied together for shipping purposes)","[""No.""]","","","","",""
"4903.00.00.00","0","Children's picture, drawing or coloring books","[""No.""]","Free","","Free","",""
